doc_id,title,dispute_id,title
2011,Procedural Order No. 3 To Withhold Decisions on Pending Applications and to Defer December 2010 hearing on Jurisdiction,2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13"
2423,Appeal Court Decision on the Application to Set Aside Award,435,"Marvin Roy Feldman KarpaÂ v.Â United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known asÂ Marvin Feldman v. Mexico)"
2423,Appeal Court Decision on the Application to Set Aside Award,435,"Marvin Roy Feldman KarpaÂ v.Â United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known asÂ Marvin Feldman v. Mexico)"
2255,Procedural Order No. 8,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2609,Award,384,"Emmis International Holding, B.V., Emmis Radio Operating, B.V., MEM Magyar Electronic Media Kereskedelmi Ã©s SzolgÃ¡ltatÃ_ Kft.Â v. The Republic of Hungary, ICSID Case No. ARB/12/2"
2743,Procedural Order No. 5,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
2680,Award,361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1),Â PCA Case No. 2010-13,Â UNCITRAL"
1949,Decision on Admissibility of Ancillary Claims,584,"Itera International Energy LLC and Itera Group NV v. Georgia, ICSID Case No. ARB/08/7"
2106,Venezuela's Sur-reply in Support of Its Motion to Dismiss Petition and Deny Recognition of Arbitral Award,2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1"
1941,Award,954,"Salini Costruttori S.p.A. and Italstrade S.p.A. v.Â The Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/13"
1921,Addendum to the Award on Costs,1185,Konsortium Oeconomismus v. Czech Republic
2560,Procedural Order No. 5,1625,"Eli Lilly and Company v. The Government of Canada,Â UNCITRAL, ICSID Case No. UNCT/14/2"
2663,Decision on Jurisdiction,587,"Jan de Nul N.V. and Dredging International N.V. v. Arab Republic of Egypt, ICSID Case No. ARB/04/13"
2076,Excerpts of the Award (Spanish),1972,"InversiÃ_n y GestiÃ_n de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17"
1996,Memorandum Opinion (on the petition to set aside the award),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
2711,Procedural Order No. 3 (English),1074,"TCW Group, Inc and Dominican Energy Holdings, L.P. v. The Dominican Republic, UNCITRAL"
2594,Award,380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19"
2462,Award (English),393,"EnCana Corporation v. Republic of Ecuador, LCIA Case No. UN3481, UNCITRAL (formerlyÂ EnCana Corporation v. Government of the Republic of Ecuador)"
2194,Grand River Response to Objection to Jurisdiction,510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2477,Award,401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. andÂ Ponderosa Assets, L.P. v. The Argentine Republic)"
2304,Procedural Order No. 4,2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25"
2177,Tribunal's Decision on Respondent's Application for Security for Costs,937,"RSM Production Corporation and others v. Grenada, ICSID Case No. ARB/10/6,Â ICSID Case No. ARB/10/6"
2132,Procedural Order No. 6 (English),518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17"
2684,Procedural Order No. 2,362,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 2), PCA Case No. 2010-21, UNCITRAL"
2490,Procedural Order No. 1,1625,"Eli Lilly and Company v. The Government of Canada,Â UNCITRAL, ICSID Case No. UNCT/14/2"
2287,Decision on Bifurcation,1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39"
2169,Award (corrected) (English),518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17"
2429,Partial Award on Liability,423,"European Media Ventures SA v. The Czech Republic, UNCITRAL"
1963,Award,2073,"PoÂ_Å¡tovÃ¡ banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8"
2115,Decision of the Paris Court of Appeal on Venezuela's Application to Set Aside the Award (French),2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1"
2115,Decision of the Paris Court of Appeal on Venezuela's Application to Set Aside the Award (French),2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1"
2376,Swiss Federal Tribunal Decision II,452,"France Telecom v. Lebanon, UNCITRAL"
2107,Order of the US District Court for the District of Columbia Granting Petitionerâ€™s Petition to Confirm Arbitration Award,2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1"
2107,Order of the US District Court for the District of Columbia Granting Petitionerâ€™s Petition to Confirm Arbitration Award,2727,"Gold Reserve Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/09/1"
2473,Award on Jurisdiction,409,"Ethyl Corporation v. The Government of Canada, UNCITRAL"
2412,Interim Decision on Preliminary Jurisdictional Issues (English),435,"Marvin Roy Feldman KarpaÂ v.Â United Mexican States, ICSID Case No. ARB(AF)/99/1 (also known asÂ Marvin Feldman v. Mexico)"
2561,Procedural Order No. 6,1625,"Eli Lilly and Company v. The Government of Canada,Â UNCITRAL, ICSID Case No. UNCT/14/2"
2241,Procedural Order No. 2 (Revised),487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2082,Decision on Jurisdiction (English),538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31"
2249,Procedural Order No. 5,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2002,Decision on Jurisdiction (English),1048,"Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic, ICSID Case No. ARB/03/17 (formerlyÂ Aguas Provinciales de Santa Fe S.A, Suez, Sociedad General de Aguas de Barcelona, S.A., and"
2153,Procedural Order No. 18 (English),518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17"
2030,Final Award,1898,"InterTrade Holding GmbH v. The Czech Republic, UNCITRAL, PCA Case No. 2009-12"
2626,Decision on Jurisdiction (English),382,"El Paso Energy International Company v. The Argentine Republic, ICSID Case No. ARB/03/15"
2361,Procedural Order No. 6,471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798"
2717,Award,1745,"Deutsche Bank AG v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/09/2"
2383,Decision on Claimants Request to Lift Provisional Stay of Enforcement of the Award (Spanish),885,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk KaplÃºn v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2"
2383,Decision on Claimants Request to Lift Provisional Stay of Enforcement of the Award (Spanish),885,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk KaplÃºn v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2"
2753,DIBC's Response to Canada's Letter to the Tribunal on the Confidentiality Order,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
2433,"Reasoned Decision on the Proposal for Disqualification of Arbitrator L. Yves Fortier, Q.C. (English)",1941,"FÃ¡brica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/21"
2582,Procedural Order No. 3,380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19"
2067,Decision on Jurisdiction and Competence (Spanish),546,"IBM World Trade Corporation v. RepÃºblica del Ecuador, ICSID Case No. ARB/02/10"
2346,Procedural Order No. 1 Amended,471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798"
2293,Procedural Order No. 5,1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39"
2025,Award (Spanish),1518,"Iberdrola EnergÃ_a S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5"
2175,Award (French),2062,"Joseph Houben v. Republic of Burundi,Â ICSID Case No. ARB/13/7"
2201,Decision on Objections to Jurisdiction,510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2201,Decision on Objections to Jurisdiction,510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2382,Procedural Order No. 1 (Annulment Proceeding) (Spanish),885,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk KaplÃºn v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2"
2479,Decision on Claimants' Request for Request for Rectification and/or a Supplementary Decision of the Award (English),401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. andÂ Ponderosa Assets, L.P. v. The Argentine Republic)"
2479,Decision on Claimants' Request for Request for Rectification and/or a Supplementary Decision of the Award (English),401,"Enron Corporation and Ponderosa Assets, L.P. v. Argentine Republic, ICSID Case No. ARB/01/3 (also known as: Enron Creditors Recovery Corp. andÂ Ponderosa Assets, L.P. v. The Argentine Republic)"
2006,Decision on Liability,1048,"Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic, ICSID Case No. ARB/03/17 (formerlyÂ Aguas Provinciales de Santa Fe S.A, Suez, Sociedad General de Aguas de Barcelona, S.A., and"
2248,Decision on Application and Submission by Quechan Indian Nation,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
1961,Procedural Order No. 6 (redacted),2073,"PoÂ_Å¡tovÃ¡ banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8"
2096,The Tribunalâ€™s Decision on Respondentâ€™s Objections to Jurisdiction,1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15"
2096,The Tribunalâ€™s Decision on Respondentâ€™s Objections to Jurisdiction,1460,"H&H Enterprises Investments, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB 09/15"
1937,Claimant's Motion for Recognition and Enforcement of the Arbitral Award,2024,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1"
2321,"Decision on Jurisdiction (dissent by Laurence Boisson de Chazournes) (not public, see IAReporter story)",2176,"Garanti Koza LLP v. Turkmenistan, ICSID Case No. ARB/11/20"
2604,Rectification of the Decision on Annulment of the ad hoc Committee (English),389,"Empresas Lucchetti, S.A. and Lucchetti Peru, S.A. v. The Republic of Peru, ICSID Case No. ARB/03/4 (also known as: Industria Nacional de Alimentos, A.S. and Indalsa PerÃº S.A. v.Â The Republic of Peru)"
2675,Procedural Order No. 6,361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1),Â PCA Case No. 2010-13,Â UNCITRAL"
2613,Memorandum of Law in Support of Panama's Petition to Confirm and Enforce Foreign Arbitration Award,739,"Nations Energy Corporation, Electric Machinery Enterprises Inc., and Jamie Jurado v. The Republic of Panama, ICSID Case No. ARB/06/19"
1944,Order of the Annulment Committee Pursuant to ICSID Arbitration Rule 43(1),590,"Joy Mining Machinery Limited v. Arab Republic of Egypt, ICSID Case No. ARB/03/11"
1936,Procedural Order No. 2 (Annulment Proceeding),2024,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1"
2088,Award,529,"Helnan International Hotels A/S v. Arab Republic of Egypt, ICSID Case No. ARB/05/19"
2036,Final Award,544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226"
2367,Decision on the Application for Annulment of Fraport AG Frankfurt Airport Services Worldwide,456,"Fraport AG Frankfurt Airport Services Worldwide v. The Republic of the Philippines, ICSID Case No. ARB/03/25"
2723,"Decision to Terminate Stay of Enforcement of Award (not public, see IAReporter story)",372,"EDF International S.A., SAUR International S.A. and LeÃ_n Participaciones Argentinas S.A. v. Argentine Republic, ICSID Case No. ARB/03/23"
2723,"Decision to Terminate Stay of Enforcement of Award (not public, see IAReporter story)",372,"EDF International S.A., SAUR International S.A. and LeÃ_n Participaciones Argentinas S.A. v. Argentine Republic, ICSID Case No. ARB/03/23"
2350,Procedural Order No. 4,471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798"
2759,Award on Costs,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
2439,Award,469,"F-W Oil Interests, Inc. v. The Republic of Trinidad and Tobago, ICSID Case No. ARB/01/14"
2588,Procedural Order No. 9,380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19"
2643,Award (Not public- see IA Reporter's story),2235,"Edenred S.A. v. Hungary, ICSID Case No. ARB/13/21"
2299,Award (English),480,"Gemplus S.A.,Â SLP S.A.,Â Gemplus Industrial S.A. de C.V. v. TheÂ United Mexican States, ICSID Case No. ARB(AF)/04/3"
2730,Procedural Order No. 1,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
1975,Procedural Order No. 4 (Decision on Bifurcation),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
1975,Procedural Order No. 4 (Decision on Bifurcation),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
2388,Award (reproduced with permission from 37 ILM 1378 Â© ASIL and HeinOnline),432,"Fedax N.V. v. The Republic of Venezuela, ICSID Case No. ARB/96/3"
2581,Procedural Order No. 2,380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19"
2012,Order of the Tribunal Taking Note of the Discontinuance of the Proceeding,2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13"
2424,Decision on Disqualification of an Arbitrator (not public see IAReporter story),429,"Saba Fakes v. Republic of Turkey, ICSID Case No. ARB/07/20"
2371,Award,464,"Ron Fuchs v. The Republic of Georgia, ICSID Case No. ARB/07/15"
2256,Decision on Requests for Production of Documents and Challenges to Assertions of Privilege,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2610,Award (Spanish),739,"Nations Energy Corporation, Electric Machinery Enterprises Inc., and Jamie Jurado v. The Republic of Panama, ICSID Case No. ARB/06/19"
2681,Procedural Order No. 11,361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1),Â PCA Case No. 2010-13,Â UNCITRAL"
1995,Order of the US District Court for the District of Columbia,571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
2310,Procedural Order No. 8,2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25"
2638,Procedural Order No. 2,375,"EDF (Services) Limited v. Romania, ICSID Case No. ARB/05/13"
2664,Award,587,"Jan de Nul N.V. and Dredging International N.V. v. Arab Republic of Egypt, ICSID Case No. ARB/04/13"
2077,Excerpts of the Award - Introductory Note (English),1972,"InversiÃ_n y GestiÃ_n de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17"
2148,Procedural Order No. 13 (English),518,"Guaracachi America, Inc. and Rurelec PLC v. The Plurinational State of Bolivia, UNCITRAL, PCA Case No. 2011-17"
2624,Opinion and Order of the US District Court for the District of Columbia,2579,"Energoalians TOBÂ v. Republic of Moldova, UNCITRAL"
2595,Procedural Order No. 1 (not public),1939,"Isolux CorsÃ¡n Concesiones S.A. v. Republic of Peru, ICSID Case No. ARB/12/5 (formerly Elecnor S.A. and Isolux CorsÃ¡n Concesiones S.A. v. Republic of Peru)"
2402,Decision on the Preliminary Question (English),443,"Fireman's Fund Insurance Company v. The United Mexican States, ICSID Case No. ARB(AF)/02/1"
2231,Award (redacted version),510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2178,Award,937,"RSM Production Corporation and others v. Grenada, ICSID Case No. ARB/10/6,Â ICSID Case No. ARB/10/6"
2063,Memorandum Opinion and Order of the US District Court for the District of Columbia,544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226"
1982,Mexico's Objection to the Presentation of New Evidence and Reopening of the Procedure (Spanish),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
2685,Procedural Order No. 3,362,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 2), PCA Case No. 2010-21, UNCITRAL"
2270,Procedural Order No. 10,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2341,Procedural Order No. 1,471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798"
2491,Confidentiality Order,1625,"Eli Lilly and Company v. The Government of Canada,Â UNCITRAL, ICSID Case No. UNCT/14/2"
2288,Procedural Order No. 2,1966,"Georg Gavrilovic and Gavrilovic d.o.o. v. Republic of Croatia, ICSID Case No. ARB/12/39"
2282,Procedural Order No. 12,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2430,Final Award (Costs),423,"European Media Ventures SA v. The Czech Republic, UNCITRAL"
1964,Procedural Order No. 1,2073,"PoÂ_Å¡tovÃ¡ banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8"
2377,Swiss Federal Tribunal Decision I,452,"France Telecom v. Lebanon, UNCITRAL"
2202,Order and Schedule Regarding Statement of Claim,510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2616,Order of the US District Court for the Middle District of Florida,739,"Nations Energy Corporation, Electric Machinery Enterprises Inc., and Jamie Jurado v. The Republic of Panama, ICSID Case No. ARB/06/19"
1956,Procedural Order No. 1,2073,"PoÂ_Å¡tovÃ¡ banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8"
2091,Order Taking Note of the Discontinuance of the Proceeding (Spanish),3109,"Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/30"
2242,Procedural Order No. 3,487,"Glamis Gold, Ltd. v. The United States of America, UNCITRAL"
2316,Award of the Tribunal,2026,"Marco Gavazzi and Stefano Gavazzi v. Romania, ICSID Case No. ARB/12/25"
2048,Order of Paris Court of Appeal,544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226"
2599,Award on Jurisdiction,1706,"European American Investment Bank AG (EURAM) v. Slovak Republic, UNCITRAL"
2670,Procedural Order No. 1,361,"Dunkeld International Investment Ltd. v. The Government of Belize (Number 1),Â PCA Case No. 2010-13,Â UNCITRAL"
1931,"Award (not public, see IAReporter story)",1579,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia,Â ICSID Case No. ARB/08/19"
2083,Decision on Liability (English),538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31"
2003,Signature page for Decision on Jurisdiction (English),1048,"Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic, ICSID Case No. ARB/03/17 (formerlyÂ Aguas Provinciales de Santa Fe S.A, Suez, Sociedad General de Aguas de Barcelona, S.A., and"
2362,Award (redacted version),471,"Vito G. Gallo v. The Government of Canada, UNCITRAL, PCA Case No. 55798"
1986,Procedural Order No. 9 (Decision on Claimant's Request for Submission of New Evidence),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
1986,Procedural Order No. 9 (Decision on Claimant's Request for Submission of New Evidence),571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL"
2028,Decision on Annulment (Spanish),1518,"Iberdrola EnergÃ_a S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5"
2751,Procedural Order No. 7,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
2754,Procedural Order No. 8,354,"Detroit International Bridge Company v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-25"
2434,Decision on the Third Proposal to Disqualify Arbitrator L. Yves Fortier (English),1941,"FÃ¡brica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/21"
2583,Procedural Order No. 4,380,"Electrabel S.A. v. Republic of Hungary, ICSID Case No. ARB/07/19"
2184,Grand River Statement of Clarification on Nationality Objection,510,"Grand River EnterprisesÂ Six Nations, Ltd.,Â et al. v. United States of America, UNCITRAL"
2993,Interm Award,251,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877"
2835,Petition for an Order Confirming Foreign Arbitral Award and Entering Judgment Thereon,288,"CMS Gas Transmission Company v. The Republic of Argentina, ICSID Case No. ARB/01/8"
2835,Petition for an Order Confirming Foreign Arbitral Award and Entering Judgment Thereon,288,"CMS Gas Transmission Company v. The Republic of Argentina, ICSID Case No. ARB/01/8"
2995,"Writ of Summons, 2010 (Ecuador's Application to Set Aside Interim and Partial Awards, filed in District Court of The Hague)",251,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877"
3697,Award (English),460,"Philip Morris Brands SÃ rl, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay, ICSID Case No. ARB/10/7 (formerlyÂ FTR Holding SA, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay)"
4325,Tribunal's Reasoned Decision on Claimants' Request for Emergency Temporary Provisional Measures,4721,"Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania, ICSID Case No. ARB/15/31"
3113,Procedural Order No. 4 Concerning Questions of Immunity (not public),211,"Caratube International Oil Company LLP v. The Republic of Kazakhstan, ICSID Case No. ARB/08/12"
4504,Decision on Respondentâ€™s Application Under Rule 41(5),5895,"Eskosol S.p.A. in liquidazione v. Italian Republic, ICSID Case No. ARB/15/50"
3949,Procedural Order No. 1,35,"Abaclat and Others v. Argentine Republic, ICSID Case No. ARB/07/5 (formerlyÂ Giovanna a Beccara and Others v. The Argentine Republic)"
4207,Counter-Memorial on Jurisdictional Objections (English),4258,"B-Mex, LLC and others v. United Mexican States, ICSID Case No. ARB(AF)/16/3"
3898,Procedural Order No. 10,1070,"Adel A Hamadi Al Tamimi v. Sultanate of Oman, ICSID Case No. ARB/11/33"
2826,Decision on the Argentine Republicâ€™s Request for Annulment of the Award rendered on 20 August 2007 (English),309,"CompaÃ±iÃ¡ de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic, ICSID Case No. ARB/97/3 (formerlyÂ CompaÃ±Ã_a de Aguas del Aconquija, S.A. andÂ Compagnie GÃ©nÃ©rale des Eaux v. Argentine Republic)"
2826,Decision on the Argentine Republicâ€™s Request for Annulment of the Award rendered on 20 August 2007 (English),309,"CompaÃ±iÃ¡ de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic, ICSID Case No. ARB/97/3 (formerlyÂ CompaÃ±Ã_a de Aguas del Aconquija, S.A. andÂ Compagnie GÃ©nÃ©rale des Eaux v. Argentine Republic)"
3526,Procedural Order No. 23,1588,"Bilcon of Delaware et al v. Government of Canada, PCA Case No. 2009-04"
3358,Interim Award of the Tribunal - Cover letter,2110,"Aaron C. Berkowitz, Brett E. Berkowitz and Trevor B. BerkowitzÂ (formerly Spence International Investments and others)Â v. Republic of Costa Rica,Â ICSID Case No.Â UNCT/13/2"
4069,Decision on the Request for Rectification of the Award (not public),3472,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia,Â ICSID Case No. ARB/05/23"
4069,Decision on the Request for Rectification of the Award (not public),3472,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia,Â ICSID Case No. ARB/05/23"
3647,"Polish Court Proceeding, to Polish Health Ministry for Release of Award (Polish)",1179,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL"
4409,Procedural Order No. 4,3974,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited v. Republic of Kenya, ICSID Case No. ARB/15/29"
3049,Decision on Jurisdiction (Churchill Mining Plc),1479,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia,Â ICSID Case No. ARB/12/14 and 12/40"
4402,Procedural Order No. 10,5183,"A11Y LTD. v. Czech Republic, ICSID Case No. UNCT/15/1"
4079,Order for the Discontinuance of the Proceeding for Lack of Payment of Advances (not public),3626,"Branimir Mensik v. Slovak Republic,Â ICSID Case No. ARB/06/9"
4505,Procedural Order No. 3 (Decision on Respondentâ€™s Request for Provisional Measures),5895,"Eskosol S.p.A. in liquidazione v. Italian Republic, ICSID Case No. ARB/15/50"
4505,Procedural Order No. 3 (Decision on Respondentâ€™s Request for Provisional Measures),5895,"Eskosol S.p.A. in liquidazione v. Italian Republic, ICSID Case No. ARB/15/50"
3772,Decision on Provisional Measures (English),85,"Alasdair Ross Anderson et al v. Republic of Costa Rica, ICSID Case No. ARB(AF)/07/3"
3559,Procedural Order No. 1 (English),2959,"David R. Aven and Others v. Republic of Costa Rica, ICSID Case No. UNCT/15/3"
3985,Individual Statement by Santiago Torres BernÃ¡rdez to Procedural Order No. 22,35,"Abaclat and Others v. Argentine Republic, ICSID Case No. ARB/07/5 (formerlyÂ Giovanna a Beccara and Others v. The Argentine Republic)"
3950,Procedural Order No. 2,35,"Abaclat and Others v. Argentine Republic, ICSID Case No. ARB/07/5 (formerlyÂ Giovanna a Beccara and Others v. The Argentine Republic)"
4473,Respondent's Letter re Decision of the US Court of Appeals in Micula v. Romania,5721,"Eiser Infrastructure Limited and EnergÃ_a Solar Luxembourg S.Ã  r.l. v. Kingdom of Spain, ICSID Case No. ARB/13/36"
4205,Procedural Order No. 1 (English),4258,"B-Mex, LLC and others v. United Mexican States, ICSID Case No. ARB(AF)/16/3"
3899,Procedural Order No. 11,1070,"Adel A Hamadi Al Tamimi v. Sultanate of Oman, ICSID Case No. ARB/11/33"
3527,Procedural Order No. 24,1588,"Bilcon of Delaware et al v. Government of Canada, PCA Case No. 2009-04"
3288,Decision on the Applicant's Application for Provisional Measures to Exclude Consideration of the Merits in Part I,1470,"Border Timbers Limited, Border Timbers International (Private) Limited, and Hangani Development Co. (Private) Limited v. Republic of Zimbabwe, ICSID Case No. ARB/10/25"
4122,Order of the Secretary-General Taking Note of the Discontinuance of the Proceeding,3823,"TransCanada Corporation andÂ TransCanada PipeLines Limited v. TheÂ United States of America,Â ICSID Case No.Â ARB/16/21"
3476,Procedural Order No. 1,1588,"Bilcon of Delaware et al v. Government of Canada, PCA Case No. 2009-04"
2852,Award (English),1144,"Urbaser S.A. and Consorcio de Aguas Bilbao Bizkaia, Bilbao Biskaia Ur Partzuergoa v. The Argentine Republic, ICSID Case No. ARB/07/26"
4336,Procedural Order No. 9,4721,"Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania, ICSID Case No. ARB/15/31"
3204,Order of the Consolidation Tribunal,200,"Canfor Corporation v. United States of America; Terminal Forest Products Ltd. v.Â United States of America, UNCITRAL (formerlyÂ Canfor Corporation v.Â United States of America; Tembec et al. v.Â United States of America; Terminal Forest Products Ltd. v."
4558,Procedural Order No. 2 (Decision on Bifurcation),6320,"Eco Oro Minerals Corp. v. Republic of Colombia,Â ICSID Case No. ARB/16/41"
