doc_id,title,dispute_id,title
685,Procedural Order No. 17 and No. 18,969,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL"
874,Final Award (English),906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1"
607,Procedural Order No. 9 (English),2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15"
600,Procedural Order No. 3 (English),2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15"
790,Final Award,946,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL"
732,"Decision of the Kammergericht Berlin, Case No. 25 W 15/03",982,"Mr. FranzÂ Sedelmayer v. The Russian Federation, SCC"
867,Respondentâ€™s Reply on its Preliminary Objection under Article 10.20.4,906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1"
852,Claimantâ€™s Supplemental Opposition to Peruâ€™s Preliminary 10.20(4) Objection,906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1"
878,Decision on Provisional Measures (Spanish),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
532,Procedural Order No. 3,1046,"Standard Chartered Bank v. The United Republic of Tanzania, ICSID Case No. ARB/10/12"
568,Award (Not Public - See IA Reporter),2252,"Spentex Netherlands, B.V. v. Republic of Uzbekistan, ICSID Case No. ARB/13/26"
717,Claimant Petition to US District Court of District of Columbia to Confirm Award,2048,"Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/12/5"
523,Partial Award on Jurisdiction and Merits (Not Public - See IA Reporter's Story),2256,"Swissbourgh Diamond Mines (Pty) Limited, Josias Van Zyl, The Josias Van Zyl Family Trust and others v. The Kingdom of Lesotho, PCA Case No. 2013-29 (First Case)"
517,Decision on the Proposal to Disqualify Gary Born,6637,"KS Invest GmbH and TLS Invest GmbH v. Kingdom of Spain, ICSID Case No. ARB/15/25"
613,Procedural Order No. 12 (English),2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15"
553,Award of the  the Moscow Chamber of Commerce and Industry,2284,"Stans Energy Corp. and Kutisay Mining LLC v. Â_The Kyrgyz Republic, PCA Case No 2015-32"
702,Decision on Objections to Jurisdiction (English),1002,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16"
702,Decision on Objections to Jurisdiction (English),1002,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16"
589,Award,1022,"Waguih Elie George Siag and Clorinda Vecchi v. The Arab Republic of Egypt, ICSID Case No. ARB/05/15"
738,"Decision of the Oberlandesgericht KÃ¶ln, Case No. 8 W 59/07",982,"Mr. FranzÂ Sedelmayer v. The Russian Federation, SCC"
659,Decision on Jurisdiction (English),1016,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. The Republic of Paraguay, ICSID Case No. ARB/07/29"
917,Decision (on Revision) (French),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
805,Decision on Jurisdiction,2317,"RREEF Infrastructure (G.P.) Limited andÂ RREEF Pan-European Infrastructure Two Lux S.Ã  r.l.Â v. Kingdom of Spain, ICSID Case No. ARB/13/30"
538,Procedural Order No. 10,1046,"Standard Chartered Bank v. The United Republic of Tanzania, ICSID Case No. ARB/10/12"
634,Order of the Tribunal on Further Proceedings,1018,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. Republic of the Philippines, ICSID Case No. ARB/02/6"
557,Decision on Claimant's Proposal to Disqualify Professor Philippe Sands,2560,"Ä°Ã§kale Ä°nÅŸaat Limited Å_irketi v. Turkmenistan, ICSID Case No. ARB/10/24"
723,Final Award,1784,"Saint-Gobain Performance Plastics Europe v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/13"
521,Award (English),597,"Talsud S.A. v. The United Mexican States, ICSID Case No. ARB(AF)/04/4"
929,Response to Chile's Request for a Supplementary Decision (Spanish),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
680,Separate Opinion by Dr. Bryan Schwartz (on the Partial Award),969,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL"
833,Procedural Order No. 1,906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1"
869,Partial Award on Jurisdiction (English),906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1"
816,Award,918,"Romak S.A. (Switzerland) v . The Republic of Uzbekistan, UNCITRAL, PCA Case No. AA280"
619,Procedural Order No. 17 (English),2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15"
755,Final Award,923,"RosInvestCo UK Ltd. v. The Russian Federation, SCC Case No. V079/2005"
793,Decision of the Swiss Federal Tribunal (German),946,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL"
741,Decision of Landgericht KÃ¶ln (German),982,"Mr. FranzÂ Sedelmayer v. The Russian Federation, SCC"
595,"Decision on Claimant's Challenge to  Osvaldo Gugliemino (not public, see IAReporter story)",2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15"
744,"Decision of the Bundesverfassungsgericht, Case No. 2 BvR 2162/07 and Case No. 2 BvR 2271/07",982,"Mr. FranzÂ Sedelmayer v. The Russian Federation, SCC"
542,Procedural Order No. 13,1046,"Standard Chartered Bank v. The United Republic of Tanzania, ICSID Case No. ARB/10/12"
691,Procedural Order No. 20,969,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL"
648,Decision on Claimant's Proposal to Disqualify Arbitrator (Published at 8 ICSID Rep. 398 (2005)),1009,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/01/13"
1618,Rectification of the Award (English),641,"Emilio AgustÃ_n Maffezini v. The Kingdom of Spain, ICSID Case No. ARB/97/7"
1207,Decision on Jurisdiction (Spanish),776,"Eudoro Armando OlguÃ_nÂ v. Republic of Paraguay, ICSID Case No. ARB/98/5"
1460,Procedural Order No. 2,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1144,Award in Respect of Damages,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1016,Procedural Order No. 2,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1533,Canada's further Submission on Confidentiality Order,669,"Merrill and Ring Forestry L.P. v. Canada, Â ICSID Case No. UNCT/07/1"
1162,Procedural Order No. 4,770,"Oko Pankki Oyj,Â VTB Bank (Deutschland) AGÂ andÂ Sampo Bank PlcÂ v. The Republic of Estonia, ICSID Case No. ARB/04/6 (formerlyÂ OKO Osuuspankkien Keskuspankki Oyj and others v. Republic of Estonia)"
1670,Procedural Order on Disputed Document Requests,1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2"
1175,Challenge to Arbitral Award,761,"Occidental Exploration and Production Company v. The Republic of Ecuador, LCIA Case No. UN3467"
1579,Challenge to the Arbitral Award,671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1"
980,Order of the Secretary-General Taking Note of the Discontinuance of the Proceeding (English),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
1503,Award,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1763,Award,660,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18"
1606,Claimants Reply in Support of Motion for Judgment and Confirmation of Arbitral Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1624,"Final Award, December 2011 (not public see IAReporter story)",665,"Mercuria Energy Group Limited v. Republic of Poland, SCC"
1659,Second Decision on Interim Measures (English),1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador,Â PCA Case No.Â 2012-10"
1748,Procedural Order No. 8,1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3"
1001,Decision on Claimantâ€™s Application for Dismissal of Respondent's Counter-claims,819,"Perenco Ecuador Ltd. v. The Republic of Ecuador and Empresa Estatal PetrÃ_leos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6"
1450,Order Denying Nextera Energy Resources's Motion to Quash Subpoena Duces Tecum and Deposition Subpoenas (US District Court),1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1803,Decision on Jurisdiction,1222,"Jan Oostergetel and Theodora Laurentius v. The Slovak Republic, UNCITRAL"
1539,Order Concerning Requests for Documents and Certain Evidentiary Matters,669,"Merrill and Ring Forestry L.P. v. Canada, Â ICSID Case No. UNCT/07/1"
1485,Procedural Order No. 13,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1839,U.S. Request for Supplementary Decision,632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3"
1330,"Decision on Challenge to Arbitrator (not public, see IAReporter story)",2797,"Mytilineos Holdings SA v. Republic of Serbia, UNCITRAL"
1902,Decision on Costs,2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6"
1480,Procedural Order No. 10,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1111,Award on the Merits of Phase 2,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1463,Procedural Order No. 4,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1202,Procedural Order No. 15 regarding the Forthcoming Hearing on Preliminary Objections,851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1202,Procedural Order No. 15 regarding the Forthcoming Hearing on Preliminary Objections,851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1188,Procedural Order No. 2,851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
955,Award (French),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
1213,Award (Russian),2640,OKKV (OKKB) and others v. Kyrgyz Republic
1421,Methanex's Reply on Authority to Reconsider First Partial Award,683,"Methanex Corporation v. United States of America, UNCITRAL"
1214,Judgment of the Moscow Arbitrazh Court on Application to Set Aside Award (Russian),2640,OKKV (OKKB) and others v. Kyrgyz Republic
1343,Reasons for the Tribunal's Decision on the Place of Arbitration,683,"Methanex Corporation v. United States of America, UNCITRAL"
1897,Decision on Claimantâ€™s Second Application for Provisional Measures,2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6"
1215,Second Judgment of the Moscow Arbitration Court on Application to Set Aside Award (Russian),2640,OKKV (OKKB) and others v. Kyrgyz Republic
1676,Procedural Order No. 4,1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2"
1413,Letter from Tribunal (on requests to gather additional evidence and to reconsider first partial award),683,"Methanex Corporation v. United States of America, UNCITRAL"
1187,Procedural Order No. 1,851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1335,Decision on Jurisdiction of the Arbitral Tribunal (English),705,"Millicom International Operations B.V. and Sentel GSM SA v. The Republic of Senegal, ICSID Case No. ARB/08/20"
1880,Decision of the ad hoc Committee to terminate the Stay of Enforcement of the Award,599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18"
1880,Decision of the ad hoc Committee to terminate the Stay of Enforcement of the Award,599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18"
1784,Award,707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1"
976,Decision on the Proposal to Disqualify Mr. V.V. Veeder and Sir Franklin Berman QC (English),829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2"
1218,Decision on Provisional Measures (English),767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1758,Procedural Order No. 10,1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3"
1160,Procedural Order No. 2,770,"Oko Pankki Oyj,Â VTB Bank (Deutschland) AGÂ andÂ Sampo Bank PlcÂ v. The Republic of Estonia, ICSID Case No. ARB/04/6 (formerlyÂ OKO Osuuspankkien Keskuspankki Oyj and others v. Republic of Estonia)"
1219,Decision on Jurisdiction (English),767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1566,Decision on a Request by the Respondent for an Order Prohibiting the Claimant from Revealing Information,671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1"
1566,Decision on a Request by the Respondent for an Order Prohibiting the Claimant from Revealing Information,671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1"
1513,Decision on Revision (English),713,"Venezuela Holdings, B.V., et alÂ (case formerly known asÂ Mobil Corporation,Â Venezuela Holdings, B.V., et al.) v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27"
1601,Decision of the UK High Court of Justice on Romania's Request to Set Aside the Registration of the ICSID Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1601,Decision of the UK High Court of Justice on Romania's Request to Set Aside the Registration of the ICSID Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1619,Award (English),662,"M.C.I. Power Group L.C. and New Turbine, Inc. v. Republic of Ecuador, ICSID Case No. ARB/03/6"
1221,Award (English),767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1208,Award (Spanish),776,"Eudoro Armando OlguÃ_nÂ v. Republic of Paraguay, ICSID Case No. ARB/98/5"
1234,"Arbitral Award, February 2007 (not public see IAReporter story)",756,"Pren Nreka v. Czech Republic, UNCITRAL"
1222,Procedural Order No. 1 of the ad hoc committee,767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1654,Letter from Ecuador's General Prosecutor Transmitting the Interim Measures Decision to the National Court of Justice (Spanish),1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador,Â PCA Case No.Â 2012-10"
2844,Final Award,281,"CME Czech Republic B.V. v. The Czech Republic, UNCITRAL"
1223,Decision on the Stay of Enforcement of the Award,767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1223,Decision on the Stay of Enforcement of the Award,767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1814,Decision on Hearing of Respondent's Objection to Competence and Jurisdiction,632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3"
1814,Decision on Hearing of Respondent's Objection to Competence and Jurisdiction,632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3"
1497,Canada Observations on the Bilcon Award,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1084,Preliminary Tribunal Awards (dates vary),863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1224,Decision on the Request to Modify the Decision on the Stay of Enforcement of the Award,767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1224,Decision on the Request to Modify the Decision on the Stay of Enforcement of the Award,767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1141,Decision and Order by the Arbitral Tribunal,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1141,Decision and Order by the Arbitral Tribunal,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1225,Decision on Annulment of the Award (English),767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1225,Decision on Annulment of the Award (English),767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11"
1067,Claimant's Request for Supplementation and Rectification of the Award,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1886,Procedural Order No. 1,2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6"
1289,Appeal of Order,732,"National Grid plc v. The Argentine Republic, UNCITRAL"
1176,Challenge to Arbitral Award (Appeal Court),761,"Occidental Exploration and Production Company v. The Republic of Ecuador, LCIA Case No. UN3467"
1324,Decision of the Superior Court of Justice of Ontario on the Government of Canadaâ€™s application to Set Aside an Award,1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4"
1324,Decision of the Superior Court of Justice of Ontario on the Government of Canadaâ€™s application to Set Aside an Award,1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4"
1264,Procedural Order No. 1 (English),717,"MTD Equity Sdn. Bhd. and MTD Chile S.A. v. Republic of Chile, ICSID Case No. ARB/01/7"
1764,Decision on the Application for Annulment of Malicorp Limited (English),660,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18"
1017,Decision on Clarification Request of the Decision on Jurisdiction,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1612,Decision on Jurisdiction (not public),699,"Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/99/6"
1481,Procedural Order No. 11,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1240,Award on Jurisdiction (English),723,"Murphy Exploration and Production Company International v. Republic of Ecuador, ICSID Case No. ARB/08/4"
1197,Procedural Order No. 9,851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1718,Procedural Order No. 7,1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3"
1696,Procedural Order No. 3,1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3"
1233,Order of the Secretary-General Taking Note of the Discontinuance of the Proceeding,2723,"Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia, ICSID Case No. ARB/14/15"
1486,Procedural Order No. 14,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1073,"Jurisdictional Decision/Award (not public, 2012)",781,"Oxus Gold v. Republic of Uzbekistan, UNCITRAL"
1073,"Jurisdictional Decision/Award (not public, 2012)",781,"Oxus Gold v. Republic of Uzbekistan, UNCITRAL"
1338,Procedural Order No. 3,2036,"Muhammet Ã‡ap & Sehil In_aat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan, ICSID Case No. ARB/12/6"
1671,Procedural Order No. 2,1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2"
1087,"Award in Relation to Preliminary Motion by the Government of Canada (""The Harmac Motion"")",863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1770,Respondent's Memorial on Objections to Jurisdiction,646,"Malaysian Historical Salvors, SDN, BHD v. The Government of Malaysia, ICSID Case No. ARB/05/10"
1920,Award on Costs,1185,Konsortium Oeconomismus v. Czech Republic
1717,Procedural Order No. 6,1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3"
1508,"Decision on Jurisdiction and Liability (not public, see IAReporter story)",2183,"Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/04/16"
1801,Excerpts of Decision on Annulment,614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18"
1666,Procedural Order No. 1,1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2"
1464,Procedural Order No. 5,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1614,Decision on Request for Provisional Measures (Spanish),641,"Emilio AgustÃ_n Maffezini v. The Kingdom of Spain, ICSID Case No. ARB/97/7"
1228,"Award, February 2010 (not public see IAReporter story)",743,"Georg Nepolsky v. Czech Republic, UNCITRAL"
1422,Tribunal's Order on Amicus,683,"Methanex Corporation v. United States of America, UNCITRAL"
1881,Decision of the ad hoc Committee to suspend the Annulment Proceeding,599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18"
1846,Opposition to Petitioner's Motion to Vacate and Remand Arbitration Award,632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3"
1336,"Procedural Order No. 1 (not public, see IAReporter)",2036,"Muhammet Ã‡ap & Sehil In_aat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan, ICSID Case No. ARB/12/6"
1284,Award,715,"Mondev International Ltd. v. United States of America, ICSID Case No. ARB(AF)/99/2"
1838,Award,632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3"
1785,Decision on the Request for Interpretation of the Award,707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1"
1785,Decision on the Request for Interpretation of the Award,707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1"
1260,Procedural Order No. 3,1198,"Murphy Exploration & Production CompanyÂ International v. Republic of Ecuador, PCA Case No. 2012-16 (formerly AA 434)"
995,Decision on Provisional Measures (English),819,"Perenco Ecuador Ltd. v. The Republic of Ecuador and Empresa Estatal PetrÃ_leos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6"
1229,Final Award,728,"William Nagel v. The Czech Republic, SCC Case No. 049/2002"
1012,Claimant's Rejoinder on Jurisdiction Regarding Respondent's Expedited Objection Under CAFTA Article 10.20.5,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1161,Procedural Order No. 3,770,"Oko Pankki Oyj,Â VTB Bank (Deutschland) AGÂ andÂ Sampo Bank PlcÂ v. The Republic of Estonia, ICSID Case No. ARB/04/6 (formerlyÂ OKO Osuuspankkien Keskuspankki Oyj and others v. Republic of Estonia)"
1100,Decision by Tribunal,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1408,Methanex's Statement of Authority to Reconsider First Partial Award,683,"Methanex Corporation v. United States of America, UNCITRAL"
1514,Decision on Stay of Enforcement of the Award,713,"Venezuela Holdings, B.V., et alÂ (case formerly known asÂ Mobil Corporation,Â Venezuela Holdings, B.V., et al.) v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27"
1514,Decision on Stay of Enforcement of the Award,713,"Venezuela Holdings, B.V., et alÂ (case formerly known asÂ Mobil Corporation,Â Venezuela Holdings, B.V., et al.) v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27"
1590,US Court Decision on Claimant's Motion to Confirm the ICSID Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1590,US Court Decision on Claimant's Motion to Confirm the ICSID Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1079,Decision on Jurisdiction,857,"Plama Consortium Limited v. Republic of Bulgaria, ICSID Case No. ARB/03/24"
1270,Award,747,"Noble Ventures, Inc. v. Romania, ICSID Case No. ARB/01/11"
1164,Decision on the Respondent's Preliminary Objections (not public),1881,"Pan American Energy LLC v. Plurinational State of Bolivia, ICSID Case No. ARB/10/8"
1164,Decision on the Respondent's Preliminary Objections (not public),1881,"Pan American Energy LLC v. Plurinational State of Bolivia, ICSID Case No. ARB/10/8"
1655,Merck's Request for a New Decision Confirming the Application of the Interim Measures Decision to the NCJ's 2016 Judgment (Engli,1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador,Â PCA Case No.Â 2012-10"
1210,Partial Award (Jurisdiction),750,"Nordzucker v. Poland, UNCITRAL"
1192,Procedural Order No. 5 (Regarding Confidentiality),851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
997,Decision on Jurisdiction (English),819,"Perenco Ecuador Ltd. v. The Republic of Ecuador and Empresa Estatal PetrÃ_leos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6"
1146,Award in Respect of Costs,863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL"
1586,Claimant Application for Annulment of European Commission Decision Suspending Execution of Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1586,Claimant Application for Annulment of European Commission Decision Suspending Execution of Award,697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20"
1428,Procedural Order on June Hearings,683,"Methanex Corporation v. United States of America, UNCITRAL"
1498,Claimant Observations on the Bilcon Award,1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17"
1298,Procedural Order No. 1,1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4"
1446,Decision on Respondent's Application Under ICSID Arbitration Rule 41(5),2516,"MOL Hungarian Oil and Gas Company Plc v. Republic of Croatia, ICSID Case No. ARB/13/32"
1033,Second Decision on Objections to Jurisdiction,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1033,Second Decision on Objections to Jurisdiction,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1191,Procedural Order No. 4 (Regarding the Procedure until a Decision on Bifurcation),851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1191,Procedural Order No. 4 (Regarding the Procedure until a Decision on Bifurcation),851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12"
1799,Award,614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18"
1385,U.S. Response to Request for Interpretation of Award,683,"Methanex Corporation v. United States of America, UNCITRAL"
1068,Respondent's Observations on Claimant's Request for Supplementation and Rectification of the Award,887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23"
1887,Decision on Claimantâ€™s Amended Application for Provisional Measures,2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6"
1911,Procedural Order No. 13,2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6"
1797,Decision on Jurisdiction and Liability,614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18"
1621,Excerpts of Award (French),1651,"M. Meerapfel SÃ¶hne AG v. Central African Republic, ICSID Case No. ARB/07/10"
