id,title,sector,host_state,treaty,arbitration_rules,outcome
2256,"Swissbourgh Diamond Mines (Pty) Limited, Josias Van Zyl, The Josias Van Zyl Family Trust and others v. The Kingdom of Lesotho, PCA Case No. 2013-29 (First Case)","Mining and quarrying, including hydrocarbons (oil and gas)",LSO,Finance and Investment Protocol (FIP) for the Southern African Development Community (SADC),UNCITRAL,Neither investor nor State (treaty breach(es) found but claim for damages rejected)
2410,"Swiss Investor v. Republic of South Africa, UNCITRAL",,ZAF,South Africa-Switzerland BIT,,
1046,"Standard Chartered Bank v. The United Republic of Tanzania, ICSID Case No. ARB/10/12",,TZA,Tanzania-United Kingdom BIT,ICSID,
2052,"Supervision y Control S.A. v. Republic of Costa Rica, ICSID Case No. ARB/12/4",Transportation and storage,CRI,Costa Rica-Spain BIT,ICSID,In favour of State
2284,"Stans Energy Corp. and Kutisay Mining LLC v. Â_The Kyrgyz Republic, PCA Case No 2015-32","Mining and quarrying, including hydrocarbons (oil and gas)",KGZ,CIS Convention on Protection of Investor Rights (1997),,In favour of Investor
2560,"Ä°Ã§kale Ä°nÅŸaat Limited Å_irketi v. Turkmenistan, ICSID Case No. ARB/10/24",,TKM,Turkey-Turkmenistan BIT,ICSID,
1035,"Sociedad AnÃ_nima Eduardo Vieira v.Â RepÃºblica de Chile, ICSID Case No. ARB/04/7",,CHL,Chile-Spain BIT,ICSID,
2252,"Spentex Netherlands, B.V. v. Republic of Uzbekistan, ICSID Case No. ARB/13/26",,UZB,Netherlands-Uzbekistan BIT,ICSID,
1041,"Hussein Nuaman Soufraki v. The United Arab Emirates, ICSID Case No. ARB/02/7",,ARE,Italy-United Arab Emirates BIT,ICSID,
1022,"Waguih Elie George Siag and Clorinda Vecchi v. The Arab Republic of Egypt, ICSID Case No. ARB/05/15",,EGY,Egypt-Italy BIT,ICSID,
1039,"SociÃ©tÃ© GÃ©nÃ©raleÂ In respect of DR Energy Holdings Limited andÂ Empresa Distribuidora de Electricidad del Este, S.A.Â v. The Dominican Republic, UNCITRAL, LCIA Case No. UN 7927","Electricity, gas, steam and air conditioning supply",DOM,Dominican Republic - France BIT (1999),UNCITRAL,Settled
2121,"South American Silver Limited v. Bolivia, UNCITRAL, PCA Case No.Â 2013-15",,BOL,Bolivia-United Kingdom BIT,UNCITRAL,
1033,"Sky Petroleum, Inc. v.Â Ministry of Economy, Trade, and Energy of Albania et al, UNCITRAL",,ALB,Albania-United States BIT,UNCITRAL,
1018,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. Republic of the Philippines, ICSID Case No. ARB/02/6",,PHL,Philippines-Switzerland BIT,ICSID,
1026,"Siemens A.G. v. The Argentine Republic, ICSID Case No. ARB/02/8",,ARG,Argentina-Germany BIT,ICSID,
1456,"SAUR International SA v. Republic of Argentina, ICSID Case No. ARB/04/4",,ARG,Argentina-France BIT,ICSID,
1009,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/01/13",,PAK,Pakistan-Switzerland BIT,ICSID,
961,"Saluka Investments B.V. v. The Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Netherlands BIT,UNCITRAL,
951,"Saipem S.p.A. v. The People's Republic of Bangladesh, ICSID Case No. ARB/05/07",,BGD,Bangladesh-Italy BIT,ICSID,
1016,"SGS SociÃ©tÃ© GÃ©nÃ©rale de Surveillance S.A. v. The Republic of Paraguay, ICSID Case No. ARB/07/29",,PRY,Paraguay-Switzerland BIT,ICSID,
2230,"Erbil Serter v. French Republic, ICSID Case No. ARB/13/22",,FRA,Turkey-France BIT,ICSID,
969,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",,CAN,NAFTA,UNCITRAL,
1002,"Sempra Energy International v. The Argentine Republic, ICSID Case No. ARB/02/16",,ARG,Argentina-United States BIT,ICSID,
2447,"ST-AD GmbH v. Republic of Bulgaria, UNCITRAL,Â PCA Case No. 2011-06",,BGR,Bulgaria-Germany BIT,UNCITRAL,
2048,"Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/12/5",,VEN,Canada-Venezuela BIT,ICSID Additional Facility,
1784,"Saint-Gobain Performance Plastics Europe v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/12/13",Other service activities,VEN,Bolivia-France BIT,ICSID,In favour of Investor
982,"Mr. FranzÂ Sedelmayer v. The Russian Federation, SCC",,RUS,Germany-Russian Federation BIT,ad hoc,
923,"RosInvestCo UK Ltd. v. The Russian Federation, SCC Case No. V079/2005",,RUS,Russian Federation-United Kingdom BIT,SCC,
2050,"Sanum Investments Limited v. Lao PeopleÂ’s Democratic Republic, UNCITRAL, PCA Case No. 2013-13",,LAO,China-Laos BIT,UNCITRAL,
927,"Spyridon Roussalis v. Romania, ICSID Case No. ARB/06/1",,ROU,Greece-Romania BIT,ICSID,
1188,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",,IDN,Indonesia-United Kingdom BIT,ICSID,
946,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL",,POL,Germany-Poland BIT,UNCITRAL,
1196,"Saint Marys VCNA, LLC v. GovernmentÂ of Canada",,CAN,NAFTA,,
2317,"RREEF Infrastructure (G.P.) Limited andÂ RREEF Pan-European Infrastructure Two Lux S.Ã  r.l.Â v. Kingdom of Spain, ICSID Case No. ARB/13/30",,ESP,Energy Charter Treaty (ECT),ICSID,
967,"S & T Oil Equipment and Machinery Ltd. v. Romania, ICSID Case No. ARB/07/13",,ROU,Romania-United States BIT,ICSID,
2046,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic, ICSID Case No. ARB/12/38",,ARG,Argentina-Spain BIT,ICSID,
920,"The Rompetrol Group N.V. v. Romania, ICSID Case No. ARB/06/3",,ROU,Netherlands-Romania BIT,ICSID,
2044,Progas Energy Ltd. v. Pakistan,,PAK,Mauritius-Pakistan BIT,,
918,"Romak S.A. (Switzerland) v . The Republic of Uzbekistan, UNCITRAL, PCA Case No. AA280",,UZB,Switzerland-Uzbekistan BIT,UNCITRAL,
860,"Polska Energetyka Holding S.A. v. Republic of Turkey, UNCITRAL",,TUR,Poland-Turkey BIT,UNCITRAL,
903,"Remington Worldwide Limited v. Ukraine, SCC",,UKR,Energy Charter Treaty (ECT),SCC,
942,"Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S. v. Republic of Kazakhstan, ICSID Case No. ARB/05/16",,KAZ,Kazakhstan-Turkey BIT,ICSID,
850,"Phoenix Action, Ltd. v. The Czech Republic, ICSID Case No. ARB/06/5",,Czech Republic,Czech Republic-Israel BIT,ICSID,
1282,Plain Packaging of Tobacco Products Dispute,,,NAFTA,,
906,"The Renco Group, Inc. v. The Republic of Peru,Â ICSID Case No. UNCT/13/1","Mining and quarrying, including hydrocarbons (oil and gas)",PER,Peru-United States Trade Promotion Agreement,,In favour of State
829,"Victor Pey Casado and President Allende Foundation v. Republic of Chile, ICSID Case No. ARB/98/2",,CHL,Chile-Spain BIT,ICSID,
819,"Perenco Ecuador Ltd. v. The Republic of Ecuador and Empresa Estatal PetrÃ_leos del Ecuador (Petroecuador), ICSID Case No. ARB/08/6",,ECU,Ecuador-France BIT,ICSID,
2404,"RECOFI SA v. Vietnam,Â UNCITRAL",Accommodation and food service activities,VNM,France-Vietnam BIT,UNCITRAL,In favour of State
814,"Participaciones Inversiones Portuarias SARL v. Gabonese Republic, ICSID Case No. ARB/08/17",,GAB,Gabon-BLEU (Belgium Luxembourg Economic Union) BIT,ICSID,
887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",,GTM,CAFTA,ICSID,
810,"Pantechniki S.A. Contractors & Engineers (Greece) v. The Republic of Albania, ICSID Case No. ARB/07/21",,ALB,Albania-Greece BIT,ICSID,
781,"Oxus Gold v. Republic of Uzbekistan, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",UZB,United Kingdom-Uzbekistan BIT,UNCITRAL,In favour of Investor
857,"Plama Consortium Limited v. Republic of Bulgaria, ICSID Case No. ARB/03/24",,BGR,Energy Charter Treaty (ECT),ICSID,
3088,"Ping An Life Insurance Company, Limited and Ping An Insurance (Group) Company, Limited v. The Government of Belgium, ICSID Case No. ARB/12/29",Financial and insurance activities,BEL,China-Belgium BIT (1986),,In favour of State
2129,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/3",,EGY,Egypt-Jordan BIT,ICSID,
863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL","Agriculture, forestry and fishing",CAN,NAFTA,UNCITRAL,In favour of Investor
825,"Petrobart Limited v. The Kyrgyz Republic, SCC Case No. 126/2003",,KGZ,Energy Charter Treaty (ECT),SCC,
2040,"Orascom TMT Investments S.Ã  r.l. v. People's Democratic Republic of Algeria, ICSID Case No. ARB/12/35",Information and communication,DZA,Algeria -Belgium-Luxembourg Economic Union BIT (1991),ICSID,In favour of State
812,"Parkerings-Compagniet AS v. Republic of Lithuania, ICSID Case No. ARB/05/8",,LTU,Lithuania-Norwary BIT,ICSID,
770,"Oko Pankki Oyj,Â VTB Bank (Deutschland) AGÂ andÂ Sampo Bank PlcÂ v. The Republic of Estonia, ICSID Case No. ARB/04/6 (formerlyÂ OKO Osuuspankkien Keskuspankki Oyj and others v. Republic of Estonia)",,EST,Estonia-Finland BIT,ICSID,
1881,"Pan American Energy LLC v. Plurinational State of Bolivia, ICSID Case No. ARB/10/8",,BOL,Bolivia-United States BIT,ICSID,
2272,"Metal-Tech Ltd. v. Republic of Uzbekistan,Â ICSID Case No. ARB/10/3",,UZB,Israel-Uzbekistan BIT,ICSID,
2979,"OI European Group B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/25",Manufacturing,VEN,Netherlands-Venezuela BIT,ICSID,In favour of Investor
2151,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/4",,EGY,Egypt-Jordan BIT,ICSID,
761,"Occidental Exploration and Production Company v. The Republic of Ecuador, LCIA Case No. UN3467",,ECU,Ecuador-United States BIT,UNCITRAL,
2153,"Ossama Al Sharif v. Arab Republic of Egypt, ICSID Case No. ARB/13/5",,EGY,Egypt-Jordan BIT,ICSID,
2038,"Orascom Telelcom Holding v. Algeria, UNCITRAL",,DZA,Algeria-Egypt BIT,UNCITRAL,
759,"Nykomb Synergetics Technology Holding AB v.Â The Republic of Latvia, SCC",,LVA,Energy Charter Treaty (ECT),SCC,
851,"Philip Morris Asia Limited v. The Commonwealth of Australia, UNCITRAL,Â PCA Case No. 2012-12",,AUS,Australia-Hong Kong BIT,UNCITRAL,
776,"Eudoro Armando OlguÃ_nÂ v. Republic of Paraguay, ICSID Case No. ARB/98/5",,PRY,Paraguay-Peru BIT,ICSID,
1656,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria, ICSID Case No. ARB/12/16",,BGR,Bulgaria-Netherlands BIT,ICSID,
750,"Nordzucker v. Poland, UNCITRAL",,POL,Germany-Poland BIT,UNCITRAL,
2640,OKKV (OKKB) and others v. Kyrgyz Republic,,KGZ,Moscow Convention for the Protection of InvestorsÂ’ Rights,,
2546,Nokia v. India,,IND,Finland-India BIT,,
2585,"NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V. v. Kingdom of Spain, ICSID Case No. ARB/14/11",,ESP,Energy Charter Treaty (ECT),ICSID,
767,"Occidental Petroleum Corporation and Occidental Exploration and Production Company v. The Republic of Ecuador, ICSID Case No. ARB/06/11",,ECU,Ecuador-United States BIT,ICSID,
1924,"OAO Gazprom v. The Republic of Lithuania, UNCITRAL",,LTU,Lithuania-Russian Federation BIT,UNCITRAL,
743,"Georg Nepolsky v. Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Germany BIT,UNCITRAL,
728,"William Nagel v. The Czech Republic, SCC Case No. 049/2002",,Czech Republic,Czech Republic-United Kingdom BIT,SCC,
2723,"Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara v. Republic of Indonesia, ICSID Case No. ARB/14/15",,IDN,Indonesia-Netherlands BIT,ICSID,
756,"Pren Nreka v. Czech Republic, UNCITRAL",,Czech Republic,Croatia-Czech Republic BIT,UNCITRAL,
725,"Mytilineos Holdings SA v. The State Union of Serbia & Montenegro and Republic of Serbia, UNCITRAL",,SRB,Greece-Yugoslavia BIT,UNCITRAL,
723,"Murphy Exploration and Production Company International v. Republic of Ecuador, ICSID Case No. ARB/08/4",,ECU,Ecuador-United States BIT,ICSID,
2532,"Nova Scotia Power Incorporated v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/11/1",,VEN,Canada-Venezuela BIT,ICSID Additional Facility,
1198,"Murphy Exploration & Production CompanyÂ International v. Republic of Ecuador, PCA Case No. 2012-16 (formerly AA 434)","Mining and quarrying, including hydrocarbons (oil and gas)",ECU,Ecuador-United States BIT,UNCITRAL,In favour of Investor
717,"MTD Equity Sdn. Bhd. and MTD Chile S.A. v. Republic of Chile, ICSID Case No. ARB/01/7",,CHL,Chile-Malaysia BIT,ICSID,
747,"Noble Ventures, Inc. v. Romania, ICSID Case No. ARB/01/11",,ROU,Romania-United States BIT,ICSID,
715,"Mondev International Ltd. v. United States of America, ICSID Case No. ARB(AF)/99/2",Construction,USA,NAFTA,ICSID Additional Facility,In favour of State
732,"National Grid plc v. The Argentine Republic, UNCITRAL",,ARG,Argentina-United Kingdom BIT,UNCITRAL,
2494,"National Gas S.A.E. v. Arab Republic of Egypt, ICSID Case No. ARB/11/7",,EGY,Egypt-United Arab Emirates BIT,ICSID,
1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4",,CAN,NAFTA,ICSID Additional Facility,
709,"Mr. Patrick Mitchell v. Democratic Republic of the Congo, ICSID Case No. ARB/99/7",,COD,Dominican Republic of Congo-United States BIT,ICSID,
2797,"Mytilineos Holdings SA v. Republic of Serbia, UNCITRAL",,SRB,Greece-Serbia BIT,UNCITRAL,
753,"Nova Scotia Power Incorporated (Canada) v.Â RepÃºblica Bolivariana de Venezuela, UNCITRAL",,VEN,Canada-Venezuela BIT,UNCITRAL,
2307,Mr. Gennady Mykhailenko & United Pipe Export Company Trading Ag v. The Republic of Belarus,,BLR,Belarus-Switzerland BIT,,
705,"Millicom International Operations B.V. and Sentel GSM SA v. The Republic of Senegal, ICSID Case No. ARB/08/20",,SEN,Netherlands-Senegal BIT,ICSID,
2036,"Muhammet Ã‡ap & Sehil In_aat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan, ICSID Case No. ARB/12/6",,TKM,Turkey-Turkmenistan BIT,ICSID,
683,"Methanex Corporation v. United States of America, UNCITRAL",,USA,NAFTA,UNCITRAL,
2516,"MOL Hungarian Oil and Gas Company Plc v. Republic of Croatia, ICSID Case No. ARB/13/32",,HRV,Energy Charter Treaty (ECT),ICSID,
1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL,Â PCA Case No. 2012-17",,CAN,NAFTA,UNCITRAL,
2183,"Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/04/16",,ARG,Argentina-United States BIT,ICSID,
713,"Venezuela Holdings, B.V., et alÂ (case formerly known asÂ Mobil Corporation,Â Venezuela Holdings, B.V., et al.) v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/07/27","Mining and quarrying, including hydrocarbons (oil and gas)",VEN,Netherlands-Venezuela BIT,ICSID,In favour of Investor
669,"Merrill and Ring Forestry L.P. v. Canada, Â ICSID Case No. UNCT/07/1","Agriculture, forestry and fishing",CAN,NAFTA,ICSID,In favour of State
2370,"Michael McKenzie v. Vietnam, UNCITRAL",,VNM,United States-Vietnam Trade Relations Treaty,UNCITRAL,
2068,"Marfin Investment Group v. TheÂ Republic of Cyprus,Â ICSID Case No. ARB/13/27",,CYP,Cyprus-Greece BIT,ICSID,
702,"Mihaly International Corporation v.Â Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/00/2",,LKA,Sri Lanka-United States BIT,ICSID,
671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1","Water supply; sewerage, waste management and remediation activities",MEX,NAFTA,ICSID Additional Facility,In favour of Investor
697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20",,ROU,Romania-Sweden BIT,ICSID,
3003,"Mamidoil Jetoil Greek Petroleum Products Societe S.A. v. Republic of Albania, ICSID Case No. ARB/11/24","Mining and quarrying, including hydrocarbons (oil and gas)",ALB,Albania-Greece BIT,ICSID,In favour of State
699,"Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/99/6",,EGY,Egypt-Greece BIT,ICSID,
641,"Emilio AgustÃ_n Maffezini v. The Kingdom of Spain, ICSID Case No. ARB/97/7",,ESP,Argentina-Spain BIT,ICSID,
662,"M.C.I. Power Group L.C. and New Turbine, Inc. v. Republic of Ecuador, ICSID Case No. ARB/03/6",,ECU,Ecuador-United States BIT,ICSID,
1651,"M. Meerapfel SÃ¶hne AG v. Central African Republic, ICSID Case No. ARB/07/10",,CAF,Central African Republic-Switzerland BIT,ICSID,
665,"Mercuria Energy Group Limited v. Republic of Poland, SCC",,POL,Energy Charter Treaty (ECT),SCC,
2268,"Lundin Tunisia B. V. v. Republic of Tunisia, ICSID Case No. ARB/12/30",,TUN,Sweden-Tunisia BIT,ICSID,
2406,"Longreef Investments A.V.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/5",,VEN,Netherlands-Venezuela BIT,,
1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador,Â PCA Case No.Â 2012-10",Manufacturing,ECU,Ecuador-United States BIT,UNCITRAL,
1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2",,CAN,NAFTA,UNCITRAL,
1217,"Mercer International Inc. v. Government of Canada,Â ICSID Case No. ARB(AF)/12/3",,CAN,NAFTA,,
660,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18",,EGY,Egypt-United Kingdom BIT,ICSID,
628,"Link-Trading Joint Stock Company v. Department for Customs Control of the Republic of Moldova, UNCITRAL",,MDA,Moldova-United States BIT,UNCITRAL,
2034,"Mr. Yosef Maiman and Others v. Egypt, UNCITRAL",,EGY,Egypt-Poland BIT,UNCITRAL,
646,"Malaysian Historical Salvors, SDN, BHD v. The Government of Malaysia, ICSID Case No. ARB/05/10",,MYS,Malaysia-United Kingdom BIT,ICSID,
707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1",,POL,Poland-United States Business and Economic Relations Treaty,ICSID Additional Facility,
621,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",,ARG,Argentina-United States BIT,ICSID,
626,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",,TUR,Energy Charter Treaty (ECT),ICSID,
612,"Joseph Charles LemireÂ v. Ukraine, ICSID Case No. ARB(AF)/98/1",,UKR,Ukraine-United States BIT,ICSID Additional Facility,
614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18",,UKR,Ukraine-United States BIT,ICSID,
2022,"LSF-KEB Holdings SCA and others v. Republic of Korea, ICSID Case No. ARB/12/37",,KOR,Belgium-Luxembourg-Korea BIT,ICSID,
1222,"Jan Oostergetel and Theodora Laurentius v. The Slovak Republic, UNCITRAL",,SVK,Netherlands-Slovak Repubic BIT,UNCITRAL,
610,"Ronald S. LauderÂ v. The Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-United States BIT,UNCITRAL,
745,"Noble Energy, Inc. and Machalapower Cia. Ltda. v. The Republic of Ecuador and Consejo Nacional de Electricidad, ICSID Case No. ARB/05/12",,ECU,Ecuador-United States BIT,ICSID,
1547,"Laskaridis Shipping Co. LTD, Lavinia Corporation, A.K.Laskaridis and P.K.Laskaridis v. Ukraine,Â UNCITRAL",,UKR,Greece-Ukraine BIT,UNCITRAL,
2277,"KT Asia Investment Group B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/09/8",,KAZ,Netherlands-Kazakhstan BIT,ICSID,
632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3",,USA,NAFTA,ICSID Additional Facility,
2542,Lindzor Capital Partners v. Uruguay,,URY,Spain-Uruguay BIT,,
880,"PSEG Global, Inc., The North American Coal Corporation, and Konya Ingin Electrik Ãœretim ve Ticaret Limited Sirketi v. Republic of Turkey, ICSID Case No. ARB/02/5",,TUR,Turkey-United States BIT,ICSID,
1977,"Liman Caspian Oil BV and NCL Dutch Investment BV v. Republic of Kazakhstan, ICSID Case No. ARB/07/14",,KAZ,Energy Charter Treaty (ECT),ICSID,
1220,"KiliÃ§ Ä¬nÅŸaat Ä¬thalat Ä¬hracat Sanayi Ve Ticaret Anonim Å_irketi v. Turkmenistan, ICSID Case No. ARB/10/1",,TKM,Turkey-Turkmenistan BIT,ICSID,
1904,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",,KGZ,Kyrgyz Republic-United States BIT,UNCITRAL,
2444,"RenÃ©e Rose Levy de LeviÂ v. Republic of Peru, ICSID Case No. ARB/10/17",,PER,France-Peru BIT,ICSID,
2693,"KBR, Inc. v. United Mexican States, ICSID Case No. UNCT/14/1",,MEX,NAFTA,UNCITRAL,
599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",,GEO,Energy Charter Treaty (ECT),ICSID,
593,"Kaliningrad Region v. Lithuania, ICC",,LTU,Lithuania-Russian Federation BIT,ICC,
2020,"Lao Holdings N.V. v. Lao People's Democratic Republic, ICSID Case No. ARB(AF)/12/6","Arts, entertainment and recreation",LAO,Laos-Netherlands BIT,ICSID Additional Facility,
2467,"JSC BTA Bank v. Kyrgyz Republic, UNCITRAL",,KGZ,Kazakhstan-Kyrgyz Republic BIT,UNCITRAL,
3153,"JKX Oil & Gas plc, Poltava Gas B.V. and Poltava Petroleum Company JV v. Ukraine, SCC","Electricity, gas, steam and air conditioning supply",UKR,Energy Charter Treaty (ECT),SCC,In favour of Investor
1185,Konsortium Oeconomismus v. Czech Republic,,Czech Republic,Czech Republic-Switzerland BIT,,
2469,"Koch Minerals SÃ rl and Koch Nitrogen International SÃ rl v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/19",,VEN,Germany-Venezuela BIT,ICSID,
2581,JML Heirs LLC and J.M. Longyear LLC v. Canada,,CAN,NAFTA,,
2262,"Khaitan Holdings Mauritius Limited v. India,Â UNCITRAL",,IND,India-Mauritius BIT,UNCITRAL,
1579,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia,Â ICSID Case No. ARB/08/19",,GEO,Georgia-Turkey BIT,ICSID,
2024,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1","Electricity, gas, steam and air conditioning supply",PAK,Pakistan-Turkey BIT,ICSID,In favour of Investor
954,"Salini Costruttori S.p.A. and Italstrade S.p.A. v.Â The Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/13",,JOR,Italy-Jordan BIT,ICSID,
608,"Lanco International Inc. v. The Argentine Republic, ICSID Case No. ARB/97/6",,ARG,Argentina-United States BIT,ICSID,
590,"Joy Mining Machinery Limited v. Arab Republic of Egypt, ICSID Case No. ARB/03/11",,EGY,Egypt-United Kingdom BIT,ICSID,
577,"Invesmart v. Czech Republic, UNCITRAL",,Czech Republic,Czech Republic-Netherlands BIT,UNCITRAL,
1511,"Bidzina Ivanishvili v. Georgia,Â ICSID Case No. ARB/12/27",,GEO,France-Georgia BIT,ICSID,
584,"Itera International Energy LLC and Itera Group NV v. Georgia, ICSID Case No. ARB/08/7",,GEO,Georgia-Netherlands BIT,ICSID,
958,"Salini Costruttori S.p.A. and Italstrade S.p.A. v. Kingdom of Morocco, ICSID Case No. ARB/00/4",,MAR,Italy-Morocco BIT,ICSID,
580,"Italian Republic v. Republic of Cuba, ad hoc state-state arbitration",,CUB,Cuba-Italy BIT,,
2073,"PoÂ_Å¡tovÃ¡ banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",,GRC,Cyprus-Greece BIT,ICSID,
571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL",Other service activities,MEX,NAFTA,UNCITRAL,In favour of State
1492,Intersema Bau AG v. Libya (UNCITRAL),,LBY,Libya-Switzerland BIT,UNCITRAL,
1048,"Suez, Sociedad General de Aguas de Barcelona S.A., and InterAguas Servicios Integrales del Agua S.A. v. The Argentine Republic, ICSID Case No. ARB/03/17 (formerlyÂ Aguas Provinciales de Santa Fe S.A, Suez, Sociedad General de Aguas de Barcelona, S.A., and",,ARG,Argentina-France BIT,ICSID,
2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13",,JOR,Jordan-Kuwait BIT,ICSID,
565,"Inmaris Perestroika Sailing Maritime Services GmbH and Others v. Ukraine, ICSID Case No. ARB/08/8",,UKR,Germany-Ukraine BIT,ICSID,
2258,"Infinito Gold Ltd. v. Costa Rica, ICSID Case No. ARB/14/5",,CRI,Canada-Costa Rica BIT,ICSID,
2690,"Corona Materials LLC v. Dominican Republic, ICSID Case No. ARB(AF)/14/3",,DOM,CAFTA,ICSID Additional Facility,
2297,"Indorama International Finance Limited v. Arab Republic of Egypt, ICSID Case No. ARB/11/32",Manufacturing,EGY,Egypt-United Kingdom BIT,ICSID,Discontinued
562,"Inceysa Vallisoletana S.L. v. Republic of El Salvador, ICSID Case No. ARB/03/26",,SLV,El Salvador-Spain BIT,ICSID,
1518,"Iberdrola EnergÃ_a S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5",,GTM,Guatemala-Spain BIT,ICSID,
1898,"InterTrade Holding GmbH v. The Czech Republic, UNCITRAL, PCA Case No. 2009-12",,Czech Republic,Czech Republic-Germany BIT,UNCITRAL,
2123,"Impresa Grassetto S. p. A., in liquidation v. Republic of Slovenia, ICSID Case No. ARB/13/10",,SVN,Italy-Slovenia BIT,ICSID,
544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226",,RUS,Energy Charter Treaty (ECT),UNCITRAL,
551,"ICS Inspection and Control Services Limited (United Kingdom) v. The Republic of Argentina, UNCITRAL, PCA Case No. 2010-9",,ARG,Argentina-United Kingdom BIT,UNCITRAL,
546,"IBM World Trade Corporation v. RepÃºblica del Ecuador, ICSID Case No. ARB/02/10",,ECU,Ecuador-United States BIT,ICSID,
554,"Impregilo S.p.A. v. Argentine Republic, ICSID Case No. ARB/07/17",,ARG,Argentina-Italy BIT,ICSID,
1972,"InversiÃ_n y GestiÃ_n de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17",,ESP,Spain-Venezuela BIT,ICSID,
556,"Impregilo S.p.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/3",,PAK,Italy-Pakistan BIT,ICSID,
538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31",,ARG,Argentina-Germany BIT,ICSID,
529,"Helnan International Hotels A/S v. Arab Republic of Egypt, ICSID Case No. ARB/05/19",,EGY,Denmark-Egypt BIT,ICSID,
515,"Philippe Gruslin v. Malaysia, ICSID Case No. ARB/99/3",,MYS,Belgium-Luxembourg-Malaysia BIT,ICSID,
