id,title,sector,host_state,treaty,arbitration_rules,outcome
1734,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",,POL,Poland-United States BIT,ICSID Additional Facility,
2698,"Michael Ballantine and Lisa Ballantine v. The Dominican Republic, PCA Case No.Â 2016-17",Real estate activities,DOM,CAFTA,UNCITRAL,
2869,"SerafÃ_n GarcÃ_a Armas and Karina GarcÃ_a Gruber v. The Bolivarian Republic of Venezuela, UNCITRAL, Caso CPA No. 2013-3",,VEN,Spain-Venezuela BIT,UNCITRAL,
2480,VladimirÂ Antonov v. Republic of Lithuania,,LTU,Lithuania-Russian Federation BIT,ICC,
1824,Attila Dogan Construction and Installation Co. v. The Sultanate of Oman,,OMN,Oman-Turkey BIT,,
618,"L.E.S.I. S.p.A. and ASTALDI S.p.A. v.Â RÃ©publique AlgÃ©rienne DÃ©mocratique et Populaire, ICSID Case No. ARB/05/3",,DZA,Algeria-Italy BIT,ICSID,
1179,"Les Laboratoires Servier, S.A.A., Biofarma, S.A.S., Arts et Techniques du Progres S.A.S. v. Republic of Poland, UNCITRAL",,POL,France-Poland BIT,UNCITRAL,
1846,"Mr. Franck Charles Arif v. Republic of Moldova, ICSID Case No. ARB/11/23",,MDA,France-Moldova BIT,ICSID,
79,"Limited Liability Company Amto v. Ukraine, SCC Case No. 080/2005",,UKR,Energy Charter Treaty (ECT),SCC,
106,"AWG Group Ltd. v. The Argentine Republic, UNCITRAL",,ARG,Argentina-United Kingdom BIT,UNCITRAL,
123,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation)Â v. The Kingdom of Thailand,Â UNCITRALÂ (formerlyÂ Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Construction,THA,Germany-Thailand BIT,UNCITRAL,In favour of Investor
245,"Champion Trading Company, Ameritrade International, Inc.Â v. Arab Republic of Egypt, ICSID Case No. ARB/02/9Â (formerly Champion Trading Company, Ameritrade International, Inc., James T. Wahba, John B. Wahba, Timothy T. Wahba v. Arab Republic of Egypt)",,EGY,Egypt-United States BIT,ICSID,
2783,"Giovanni Alemanni and Others v. The Argentine Republic, ICSID Case No. ARB/07/8",,ARG,Argentina-Italy BIT,ICSID,
65,"Mohammad Ammar Al-Bahloul v. The Republic of Tajikistan, SCC Case No. V (064/2008)",,TJK,Energy Charter Treaty (ECT),SCC,
1945,Axiata Group v. India,,IND,India-Mauritius BIT,,
1527,"Hesham T. M. Al Warraq v. Republic of Indonesia,Â UNCITRAL",,IDN,Organisation of Islamic Cooperation Investment Agreement,UNCITRAL,
3195,"Enkev Beheer B.V. v. Republic of Poland,Â PCA Case No. 2013-01",Real estate activities,,Netherlands-Poland BIT,UNCITRAL,In favour of State
460,"Philip Morris Brands SÃ rl, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay, ICSID Case No. ARB/10/7 (formerlyÂ FTR Holding SA, Philip Morris Products S.A. and Abal Hermanos S.A. v. Oriental Republic of Uruguay)",,URY,Switzerland-Uruguay BIT,ICSID,
64,"AIG Capital Partners, Inc. and CJSC Tema Real Estate Company Ltd. v. The Republic of Kazakhstan, ICSID Case No. ARB/01/6",,,Kazakhstan-United States BIT,ICSID,
71,"Alpha Projektholding GmbH v. Ukraine, ICSID Case No. ARB/07/16",,,Austria-Ukraine BIT,ICSID,
3198,"Mobil Investments Canada Inc. v. Canada,Â ICSID Case No. ARB/15/6","Mining and quarrying, including hydrocarbons (oil and gas)",,NAFTA,ICSID,Pending
2564,"Achmea B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2013-12 (Number 2)",,,Netherlands-Slovak Repubic BIT,UNCITRAL,
57,"Aguas del Tunari, S.A. v. Republic of Bolivia, ICSID Case No. ARB/02/3",,,Bolivia-Netherlands BIT,ICSID,
1454,"Adem Dogan v. Turkmenistan, ICSID Case No. ARB/09/9",,,Germany-Turkmenistan BIT,ICSID,
484,"Alex Genin, Eastern Credit Limited, Inc. and A.S. Baltoil v. The Republic of Estonia, ICSID Case No. ARB/99/2",Financial and insurance activities,,Estonia-United States BIT,ICSID,In favour of State
1708,"Alapli Elektrik B.V. v. Republic of Turkey, ICSID Case No. ARB/08/13",,,Energy Charter Treaty (ECT),ICSID,
417,"Achmea B.V.Â v. The Slovak Republic, UNCITRAL, PCA Case No. 2008-13Â (formerlyÂ Eureko B.V. v. The Slovak Republic)",,,Netherlands-Slovak Repubic BIT,UNCITRAL,
1487,"Antoine Goetz & Others and S.A. Affinage des Metaux v. Republic of Burundi,Â ICSID Case No. ARB/01/2",,,Belgium-Luxembourg-Burundi BIT,ICSID,
49,"AES Corporation v. The Argentine Republic, ICSID Case No. ARB/02/17",,,Argentina-United States BIT,ICSID,
508,"Antoine Goetz et consorts v. RÃ©publique du Burundi, ICSID Case No. ARB/95/3","Mining and quarrying, including hydrocarbons (oil and gas)",,Belgium-Luxembourg-Burundi BIT,ICSID,Settled
41,"ADC Affiliate Limited and ADC & ADMC Management Limited v. The Republic of Hungary, ICSID Case No. ARB/03/16",,,Cyprus-Hungary BIT,ICSID,
1812,"Abertis Infraestructuras S.A. v. Government of Bolivia, PCA",Transportation and storage,,Bolivia-Spain BIT (2001),,Settled
62,"Ahmonseto, Inc. and others v. Arab Republic of Egypt, ICSID Case No. ARB/02/15",,,Egypt-United States BIT,ICSID,
85,"Alasdair Ross Anderson et al v. Republic of Costa Rica, ICSID Case No. ARB(AF)/07/3",,,Canada-Costa Rica BIT,ICSID Additional Facility,
168,"Iurii Bogdanov, Agurdino-Invest Ltd. and Agurdino-Chimia JSC v. Republic of Moldova, SCC",,MDA,Moldova-Russian Federation BIT,SCC,
915,"Renta 4 S.V.S.A, Ahorro CorporaciÃ_n Emergentes F.I., Ahorro CorporaciÃ_n Eurofondo F.I., Rovime Inversiones SICAV S.A., Quasar de Valors SICAV S.A.,Â Orgor de Valores SICAV S.A.,Â GBI 9000 SICAV S.A.Â v. The Russian Federation, SCC No. 24/2007",,RUS,Russian Federation-Spain BIT,SCC,
965,"AshokÂ Sancheti v. United Kingdom, UNCITRAL",,,India-United Kingdom BIT,UNCITRAL,
96,"Asian Agricultural Products Ltd. v. Republic of Sri Lanka, ICSID Case No. ARB/87/3",,,Sri Lanka-United Kingdom BIT,ICSID,
1765,"Accession Mezzanine Capital L.P. and Danubius KereskedÃ¶hÃ¡z VagyonkezelÃ¶ Zrt. v. Hungary,Â ICSID Case No. ARB/12/3",,,Hungary-United Kingdom BIT,ICSID,
1786,"Agility for Public Warehousing Company K.S.C. v. Islamic Republic of Pakistan, ICSID Case No. ARB/11/8",,,Kuwait-Pakistan BIT,ICSID,
1687,"Apotex Holdings Inc. and Apotex Inc. v. United States of America, ICSID Case No. ARB(AF)/12/1",Manufacturing,,NAFTA,ICSID Additional Facility,In favour of State
74,"Alps Finance and Trade AG v. The Slovak Republic, UNCITRAL",,,Slovak Republic-Switzerland BIT,UNCITRAL,
2477,"African Petroleum Gambia Limited (Block A1) v. Republic of The Gambia, ICSID Case No. ARB/14/6",,,Australia-Gambia BIT,ICSID,
1750,"Ambiente Ufficio S.p.A. and others v. Argentine Republic,Â ICSID Case No. ARB/08/9 (formerlyÂ Giordano Alpi and others v. Argentine Republic)",,,Argentina-Italy BIT,ICSID,
193,"AES Summit Generation Limited and AES-Tisza ErÃ¶mÃ_ Kft v. The Republic of Hungary, ICSID Case No. ARB/07/22",,,Energy Charter Treaty (ECT),ICSID,
87,"Apotex Inc. v. The Government of the United States of America, ICSID Case No.Â UNCT/10/2",Other service activities,,NAFTA,UNCITRAL,In favour of State
97,"ATA Construction, Industrial and Trading Company v. The Hashemite Kingdom of Jordan, ICSID Case No. ARB/08/2",,,Jordan-Turkey BIT,ICSID,
51,"AES Summit Generation Ltd. v. The Republic of Hungary, ICSID No. ARB/01/04",,,Energy Charter Treaty (ECT),ICSID,
2288,"AES Corporation and Tau Power B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/10/16",,,Energy Charter Treaty (ECT),ICSID,
76,"American Manufacturing & Trading, Inc. v. Republic of Zaire, ICSID Case No. ARB/93/1",,,Dominican Republic of Congo-United States BIT,ICSID,
2294,"ASA International S.p.A. v. Arab Republic of Egypt, ICSID Case No. ARB/13/23",,,Egypt-Italy BIT,ICSID,
2358,"Anatolie Stati, Gabriel Stati, Ascom Group SA and Terra Raf Trans Traiding Ltd v. Kazakhstan, SCC Case No. V 116/2010","Mining and quarrying, including hydrocarbons (oil and gas)",,Energy Charter Treaty (ECT),SCC Rules of Arbitration,In favour of Investor
1926,"Ampal-American Israel Corporation and others v. Arab Republic of Egypt, ICSID Case No. ARB/12/11","Mining and quarrying, including hydrocarbons (oil and gas)",,Egypt-United States BIT,ICSID,In favour of Investor
2119,"AES Solar and others v. Spain, UNCITRAL",,,Energy Charter Treaty (ECT),UNCITRAL,
2540,"AS Tallinna Vesi v. Estonia, ICSID",,,Estonia-Netherlands BIT,ICSID,
39,"AbitibiBowater Inc., v. Government of Canada,Â ICSID Case No. UNCT/10/1","Agriculture, forestry and fishing",,NAFTA,UNCITRAL,Settled
2319,"Antin Infrastructure Services Luxembourg S.Ã .r.l. and Antin Energia Termosolar B.V. v. Kingdom of Spain, ICSID Case No. ARB/13/31",,,Energy Charter Treaty (ECT),ICSID,
47,"Adria Beteiligungs GmbH v. The Republic of Croatia, UNCITRAL",,,Austria-Croatia BIT,UNCITRAL,
1070,"Adel A Hamadi Al Tamimi v. Sultanate of Oman, ICSID Case No. ARB/11/33",,,Oman-United States FTA,ICSID,
2513,"Anglo American PLC v. Bolivarian Republic of Venezuela,Â ICSID Case No. ARB(AF)/14/1",,,United Kingdom-Venezuela BIT,ICSID Additional Facility,
3210,"EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic,Â ICSID Case No.Â ARB/14/14","Mining and quarrying, including hydrocarbons (oil and gas)",,Canada-Slovak Republic BIT,,Pending
1871,"Abengoa S.A. y COFIDES S.A. v. United Mexican States, ICSID Case No. ARB(AF)/09/2",,,Mexico-Spain BIT,ICSID Additional Facility,
91,"Archer Daniels Midland Company and Tate & Lyle Ingredients Americas, Inc. v. The United Mexican States, ICSID Case No. ARB (AF)/04/5",,,NAFTA,ICSID Additional Facility,
2475,"African Petroleum Gambia Limited (Block A4) v. Republic of The Gambia, ICSID Case No. ARB/14/7",,,Australia-Gambia BIT,ICSID,
2080,"Antaris Solar GmbH and Dr. Michael GÃ¶deÂ v. Czech Republic,Â PCA Case No.Â 2014-01","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty (ECT),UNCITRAL,In favour of State
35,"Abaclat and Others v. Argentine Republic, ICSID Case No. ARB/07/5 (formerlyÂ Giovanna a Beccara and Others v. The Argentine Republic)",,,Argentina-Italy BIT,ICSID,
3242,"Hrvatska Elektroprivreda d.d. v. Republic of Slovenia,Â ICSID Case No.Â ARB/05/24","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty (ECT),ICSID,Pending
43,"ADF Group Inc. v. United States of America, ICSID Case No. ARB (AF)/00/1",Transportation and storage,,NAFTA,ICSID Additional Facility,In favour of State
3252,"State Enterprise ""Energorynok"" (Ukraine) v. The Republic of Moldova,Â SCC Arbitration V 2012/175","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty (ECT),SCC,In favour of State
3251,"State Enterprise ""Energorynok"" (Ukraine) v. The Republic of Moldova,Â SCC Arbitration V 2012/175","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty (ECT),SCC,In favour of State
3369,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania,Â ICSID Case No. ARB/95/1",Other service activities,,BIT Greece-Albania,ICSID,Settled
3368,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania,Â ICSID Case No. ARB/95/1",Other service activities,,BIT Greece-Albania,ICSID,Settled
3386,"Interbrew Central European Holding B.V. v. Republic of Slovenia, ICSID Case No. ARB/04/17",Other service activities,,Slovenia-Netherlands BIT,ICSID,Settled
3392,"GRAD Associates, P.A. v. Bolivarian Republic of Venezuela,Â Case No. ARB/00/3",,,,,Discontinued
3411,Domtar Inc. v. United States of America,"Agriculture, forestry and fishing",,NAFTA,UNCITRAL,
3407,Dow AgroSciences LLC vs. Government of Canada,Manufacturing,,NAFTA,,Settled
3418,"Compagnie MiniÃ¨re Internationale Or S.A. v. Republic of Peru,Â ICSID Case No.Â ARB/98/6","Mining and quarrying, including hydrocarbons (oil and gas)",,France - Peru BIT,ICSID,Settled
3413,"CompaÃ±ia del Desarrollo de Santa Elena S.A. v. Republic of Costa Rica,Â ICSID Case No. ARB/96/1",Real estate activities,,,ICSID,
3443,CANACAR v. United States of America,Transportation and storage,,NAFTA,,
3439,"CDC Group plc v. Republic of Seychelles, ICSID Case No. ARB/02/14",,,,ICSID,In favour of Investor
3453,"Barmek Holding A.S. v. Republic of Azerbaijan, ICSID Case No. ARB/06/16","Electricity, gas, steam and air conditioning supply",,Turkey-Azerbaijan BIT,,Settled
3471,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia,Â ICSID Case No. ARB/05/23",Other service activities,,Italy-Georgia BIT,ICSID,In favour of Investor
3320,"Shell Nigeria Ultra Deep Limited v. Federal Republic of Nigeria, ICSID Case No. ARB/07/18","Mining and quarrying, including hydrocarbons (oil and gas)",,Netherlands-Nigeria BIT,ICSID,Discontinued
3494,"Alimenta S.A. v. Republic of The Gambia, ICSID Case No. ARB/99/5",Other service activities,,Switzerland-Gambia BIT,ICSID,Settled
3472,"Ares International S.r.l. and MetalGeo S.r.l. v. Georgia,Â ICSID Case No. ARB/05/23",Other service activities,,Italy-Georgia BIT,ICSID,In favour of Investor
3377,John R. Andre v. Government of Canada,Other service activities,,NAFTA,,Unknown (Data not available)
3495,"Alimenta S.A. v. Republic of The Gambia, ICSID Case No. ARB/99/5",Other service activities,,Switzerland-Gambia BIT,ICSID,Settled
3573,"Houston Industries Energy, Inc. and others v. Argentine Republic,Â ICSID Case No. ARB/98/1","Electricity, gas, steam and air conditioning supply",,Argentina-United States BIT,ICSID,Unknown (Data not available)
3583,"Ed. ZÃ_blin AG v. Kingdom of Saudi Arabia,Â ICSID Case No. ARB/03/1",Construction,,Saudi Arabia - Germany BIT,ICSID,Settled
3582,"JacobsGibb Limited v. Hashemite Kingdom of Jordan,Â ICSID Case No. ARB/02/12",Construction,,Jordan - United Kingdom of Great Britain and Northern Ireland BIT,ICSID,Settled
3367,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania,Â ICSID Case No. ARB/95/1",Other service activities,,BIT Greece-Albania,ICSID,Settled
56,"African Holding Company of America, Inc. and SociÃ©tÃ© Africaine de Construction au Congo S.A.R.L. v. La RÃ©publique dÃ©mocratique du Congo, ICSID Case No. ARB/05/21",,,Dominican Republic of Congo-United States BIT,ICSID,
3581,"Booker plc v. Co-operative Republic of Guyana, ICSID Case No. ARB/01/9",Financial and insurance activities,,Guyana - United Kingdom of Great Britain and Northern Ireland BIT,ICSID,Discontinued
3590,"Unisys Corporation v. Argentine Republic, ICSID Case No. ARB/03/27",Information and communication,,Argentina-United States BIT,ICSID,Pending
3588,"Aguas Cordobesas S.A., Suez, and Sociedad General de Aguas de Barcelona S.A. v. Argentine Republic,Â ICSID Case No. ARB/03/18","Water supply; sewerage, waste management and remediation activities",,Argentina-France BIT,ICSID,Settled
3584,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic, ICSID Case No. ARB/03/12","Electricity, gas, steam and air conditioning supply",,Argentina-United States BIT,ICSID,Settled
3596,"Motorola Credit Corporation, Inc v. Republic of Turkey,Â ICSID Case No.Â ARB/04/21",Information and communication,,Turkey-United States BIT,ICSID,Settled
3608,"Asset Recovery Trust S.A. v. Argentine Republic,Â ICSID Case No. ARB/05/11",Financial and insurance activities,,Argentina-United States BIT,ICSID,Discontinued
3586,"Miminco LLC and others v. Democratic Republic of the Congo,Â ICSID Case No. ARB/03/14","Mining and quarrying, including hydrocarbons (oil and gas)",,Zaire - United States of America BIT,ICSID,Settled
3631,"Shell Brands International AG and Shell Nicaragua S.A. v. Republic of Nicaragua,Â ICSID Case No.Â ARB/06/14",Other service activities,,Netherlands-Nicaragua BIT,ICSID,Settled
3630,"Shell Brands International AG and Shell Nicaragua S.A. v. Republic of Nicaragua,Â ICSID Case No.Â ARB/06/14",Other service activities,,Netherlands-Nicaragua BIT,ICSID,Settled
3595,"RGA Reinsurance Company v. Argentine Republic,Â ICSID Case No. ARB/04/20",Financial and insurance activities,,Argentina-United States BIT,ICSID,Settled
3626,"Branimir Mensik v. Slovak Republic,Â ICSID Case No. ARB/06/9","Water supply; sewerage, waste management and remediation activities",,Czech Republic-Switzerland BIT,ICSID,Discontinued
3593,"Alstom Power Italia SpA and Alstom SpA v. Republic of Mongolia,Â ICSID Case No. ARB/04/10","Electricity, gas, steam and air conditioning supply",,Italy - Mongolia BIT,ICSID,Settled
3643,"ALAS International Baustoffproduktions AG v. Bosnia and Herzegovina,Â ICSID Case No. ARB/07/11",Construction,,Bosnia and Herzegovina - Austria BIT,ICSID,
3641,"Global Gold Mining LLC v. Republic of Armenia, ICSID Case No. ARB/07/7","Mining and quarrying, including hydrocarbons (oil and gas)",,Armenia-United States BIT,ICSID,Settled
3648,"E.T.I. Euro Telecom International N.V. v. Plurinational State of Bolivia,Â ICSID Case No.Â ARB/07/28",Information and communication,,Bolivia-Netherlands BIT,ICSID Additional Facility,Discontinued
3594,"France Telecom S.A. v. Argentine Republic,Â ICSID Case No. ARB/04/18",Information and communication,,Argentina-France BIT,ICSID,Settled
3650,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Bolivarian Republic of Venezuela,Â ICSID Case No. ARB/09/3",Construction,,Venezuela-Switzerland BIT,ICSID,Pending
3766,"EDF International S.A. v. Republic of Hungary, UNCITRAL","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty (ECT),UNCITRAL,In favour of Investor
3780,"Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey,Â ICSID Case No.Â ARB/15/26","Mining and quarrying, including hydrocarbons (oil and gas)",,Austria-Turkey BIT,ICSID,Discontinued
3775,"Dawood Rawat v. The Republic of Mauritius, PCA Case 2016-20",Financial and insurance activities,,France-Mauritius BIT,UNCITRAL,
3659,"Iberdrola, S.A. and Iberdrola EnergÃ_a, S.A.U. v. Plurinational State of Bolivia, PCA Case No. 2015-05","Electricity, gas, steam and air conditioning supply",,Bolivia-Spain BIT,,
3826,"Aeroport Belbek LLC and Mr. Igor Valerievich Kolomoisky v. The Russian Federation,Â PCA Case No. 2015-07",Wholesale and retail trade; repair of motor vehicles and motorcycles,,Russian Federation - Ukraine BIT,UNCITRAL,
3800,"Valeri Belokon v. Kyrgyz Republic, UNCITRAL",Financial and insurance activities,,Kyrgyzstan - Latvia BIT,UNCITRAL,In favour of Investor
3873,"Shanara Maritime International, S.A. and Marfield Ltd. Inc. v. United Mexican States",Administrative and support service activities,,Mexico- Panama Bilateral Investment Treaty,,
3819,Murphy Oil Corporation v. Government of Canada,"Mining and quarrying, including hydrocarbons (oil and gas)",,NAFTA,,
3661,"Sergei Viktorovich Pugachev v. The Russian Federation, UNCITRAL",Construction,,Russia-France BIT,UNCITRAL,
3823,"TransCanada Corporation andÂ TransCanada PipeLines Limited v. TheÂ United States of America,Â ICSID Case No.Â ARB/16/21","Mining and quarrying, including hydrocarbons (oil and gas)",,NAFTA,ICSID,Discontinued
3828,"Lion Mexico Consolidated L.P. v. United Mexican States, ICSID Case No. ARB(AF)/15/2",Construction,,NAFTA,ICSID Additional Facility,
3907,"ACP Axos Capital GmbH v. Republic of Kosovo,Â ICSID Case No. ARB/15/22",Information and communication,,Germany - Federal Republic of Yugoslavia BIT,ICSID,
3879,"Gramercy Funds Management LLC and Gramercy Peru Holdings LLC v. Republic of Peru, ICSID Case No. UNCT/18/2",Financial and insurance activities,,US-Peru Trade Promotion Agreement (2006),UNCITRAL Arbitration Rules (2013),
3970,"PJSC CB PrivatBank and Finance Company Finilon LLC v. The Russian Federation,Â PCA Case No. 2015-21",Financial and insurance activities,,Russian Federation - Ukraine BIT (1998),UNCITRAL,
3972,"Dominion Minerals Corp. v. Republic of Panama, ICSID Case No. ARB/16/13","Mining and quarrying, including hydrocarbons (oil and gas)",,Panama-United States of America BIT 1982,ICSID,
3875,"Strategic Infrasol Foodstuff LLC and The Joint Venture of Thakur Family Trust UAEwith Ace Hospitality Management DMCC UAE v. India, UNCITRAL",Accommodation and food service activities,,United Arab Emirates- India Bilateral Investment Treaty,,
3984,"Peter De Sutter, Kristof De Sutter, DS 2 S.A. and Polo Garments Majunga S.A.R.L. v. Republic of Madagascar",Other service activities,,Belgium/Luxembourg- Madagascar BIT,,
3958,"Hydro S.r.l. and others v. Republic of Albania, ICSID Case No. ARB/15/28","Electricity, gas, steam and air conditioning supply",,BIT Albania - Italy 1991,ICSID,
3961,"Cosigo Resources, Ltd., Cosigo Resources Sucursal Colombia, Tobie Mining and Energy, Inc. v. Republic of Colombia, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,United States-Colombia Trade Promotion Agreement,UNCITRAL,
3996,"Watkins Holdings S.Ã  r.l. and others v. Kingdom of Spain, ICSID Case No. ARB/15/44","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty,ICSID,
3784,"Bahige Bassem Chaaban, Jeffery Thomas, Mohamud Saddedin and CEN Biotech Inc. v. Government of Canada",Human health and social work activities,,NAFTA,,
4025,"Shanara Maritime International, S.A. and Marfield Ltd. Inc. v. United Mexican States, UNCITRAL",Administrative and support service activities,,Mexico - Panama BIT 2005,UNCITRAL,
4034,"Stabil LLCÂ and Others v. Russian Federation, UNCITRAL, PCAÂ Case no.Â 2015-35","Mining and quarrying, including hydrocarbons (oil and gas)",,Russian Federation - Ukraine BIT 1998,UNCITRAL,
3989,"ÃÅlvarez y MarÃ_n CorporaciÃ_n S.A. and others v. Republic of Panama, ICSID Case No. ARB/15/14",Real estate activities,,Netherlands - Panama BIT (2000) and Central America-Panama FTA (2002),ICSID,
4088,PrimeroÂ  MiningÂ  Corp. v. Mexico,"Mining and quarrying, including hydrocarbons (oil and gas)",,NAFTA,,
4032,"PJSC Ukrnafta v. The Russian Federation, UNCITRAL, PCA Case No.Â 2015-34","Mining and quarrying, including hydrocarbons (oil and gas)",,Ukraine-Russia BIT 1998,UNCITRAL,
4179,"Evrobalt LLC v. The Republic of Moldova, SCC Case No. 2016/082",Financial and insurance activities,,Moldova,SCC,
4206,"Copper Mesa Mining Corporation v. Republic of Ecuador, PCA No. 2012-2","Mining and quarrying, including hydrocarbons (oil and gas)",,Canada - Ecuador BIT (1996),UNCITRAL,In favour of Investor
4254,"Venezuela US, S.R.L.Â (Barbados)Â â€‹v. Bolivarian Republic of Venezuela, PCA Case No. 2013-34","Mining and quarrying, including hydrocarbons (oil and gas)",,Agreement between the Government of Barbados and the Republic of Venezuela for the Promotion and Protection of Investments,UNCITRAL,
4258,"B-Mex, LLC and others v. United Mexican States, ICSID Case No. ARB(AF)/16/3",Other service activities,,NAFTA,ICSID Additional Facility,
4187,"Kompozit LLC v Republic of Moldova, SCC",Financial and insurance activities,,1998 Russia-Moldova BIT,SCC,
4288,"Mr. Kristian AlmÃ¥s and Mr. Geir AlmÃ¥s v. The Republic of Poland,Â PCA Case No 2015-13","Agriculture, forestry and fishing",,Agreement between the Government of the Kingdom of Norway and the Government of the Republic of Poland on the Promotion and Reciprocal Protection of Investments dated 5 June 1990,UNCITRAL,In favour of State
4327,"Peter A. Allard v. The Government of Barbados, PCA Case No. 2012-06",Real estate activities,,Barbados - Canada BIT (1996),UNCITRAL,In favour of State
3895,Grupo Francisco Hernando Contreras v Equatorial Guinea,Construction,,Spain-Equatorial Guinea Bilateral Investment Treaty,,In favour of State
4381,"NJSC Naftogaz of Ukraine, PJSC State Joint Stock Company Chornomornaftogaz, PJSC Ukrtransgaz, Subsidiary Company Likvo, PJSC Ukrgasvydobuvannya, PJSC Ukrtransnafta, and Subsidiary Company Gaz Ukraiiny v the Russian Federation","Mining and quarrying, including hydrocarbons (oil and gas)",,Russian Federation - Ukraine BIT (1998),,
4224,"Everest Estate LLC et al. v. The Russian Federation,Â PCA Case No. 2015-36",Real estate activities,,Russian Federation - Ukraine BIT,UNCITRAL,
4369,"Resolute Forest Products Inc. v the Government of Canada,Â PCA Case No. 2016-13",Manufacturing,,NAFTA,UNCITRAL,
4422,"Roscosmos State Corporation for Space Activities, RKTs Progress, KBOM and TsENKIÂ v French Republic",Activities of extraterritorial organizations and bodies,,,,
4471,"Flemingo DutyFree Shop Private Limited v the Republic of Poland, UNCITRAL",Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,
4365,"Ms. Olga Ovchinnikova v Kingdom of Sweden, UNCITRAL","Agriculture, forestry and fishing",,Russian Federation - Sweden BIT (1995),UNCITRAL,
4475,"Bridgestone Licensing Services, Inc. and Bridgestone Americas, Inc. v. Republic of Panama, ICSID Case No. ARB/16/34",Manufacturing,,U.S.- Panama Trade Promotion Agreement,ICSID,
4587,"Viaduct d.o.o. PortoroÅ_, Vladimir Zevnik and Boris GoljevÅ¡Äçek v. Bosnia and Herzegovina, ICSID Case No.Â ARB/16/36","Electricity, gas, steam and air conditioning supply",,Energy Charter Treaty,ICSID,
4414,"Mr. Joshua Dean Nelson and Mr. Jorge Blanco v. United Mexican States,Â ICSID Case No. UNCT/17/1",Information and communication,,NAFTA,UNCITRAL,
4430,Emergofin B.V. and Velbay Holdings Ltd. vÂ Ukraine,"Mining and quarrying, including hydrocarbons (oil and gas)",,the Netherlands-Ukraine BIT,,
4721,"Gabriel Resources Ltd. and Gabriel Resources (Jersey) v. Romania, ICSID Case No. ARB/15/31",Other service activities,,Canada- Romania BIT,ICSID,
4750,Fynerdale Holdings BV v. The Czech Republic,"Agriculture, forestry and fishing",,,,
4695,"Global Telecom Holding S.A.E. v. Canada,Â ICSID Case No.Â ARB/16/16",Information and communication,,Canada - Egypt BIT (1996),ICSID,
4736,"OAO TatneftÂ v. Ukraine, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,Russian Federation - Ukraine BIT (1998),UNCITRAL,In favour of Investor
4785,"Oleg Deripaska v.Â the Republic of Montenegro, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,Russia- Former Yugoslavia BIT 1995,UNCITRAL,
4061,"Lao Holdings N.V. v. Lao Peopleâ€™s Democratic Republic, ICSID Case No. ARB(AF)/16/2","Arts, entertainment and recreation",,Lao People's Democratic Republic - Netherlands BIT (2003),ICSID Additional Facility,
4748,Alcor Holdings Ltd. v. The Czech Republic,Construction,,Czech Republic - United Arab Emirates BIT (1994),,
4904,Robert J. Frank v. United Mexican States,Real estate activities,,,UNCITRAL,Discontinued
4740,AMF Aircraftleasing Meier & Fischer GmbH & Co. KG v.Â the Czech Republic,Transportation and storage,,1990 Germany-Czech Republic,,
4860,"Saint Patrick Properties Corporation v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/16/40",Transportation and storage,,Barbados-Venezuela BIT,,
5004,"Air Canada v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/17/1",Transportation and storage,,,ICSID Additional Facility,
4858,Dirk Herzig (Insolvency Administrator of Unionmatex Industrieanlagen)Â v Turkmenistan,Construction,,Germany-Turkmenistan BIT,,
5142,"Agility for Public Warehousing Company K.S.C. v.Â Republic of Iraq, ICSID",Information and communication,,Iraq - Kuwait BIT (1964),,
